x,y
86.23773339877333,6.295374920237947
118.91612020684263,5.369096445346003
173.93327614159017,1.6893415142828871
122.03928766635045,-20.491435495732404
86.55318871665426,-0.17851538377136933
241.12415853502415,-13.079827626887493
108.33925260680181,8.544511398854226
68.50993028039431,-0.1855882746280173
107.42512269490824,-7.622714705787843
139.1318144733786,18.78642895091869
123.81289988650047,25.00797276087941
107.49338030290838,27.02617657762036
82.27062192835405,-12.368433708050262
191.6909293989222,-10.556103064407381
114.07139836458128,-6.887128341080896
94.68379945642512,-25.136268033921283
126.91625030774955,53.10538850100302
169.45089081364827,-4.396011916829991
120.75280345616342,-9.360861403145094
114.16247703588732,-3.2257861036014503
112.43686524268426,-17.28101774935486
89.08162346594096,-12.436610494540218
59.872375170031326,8.54004660535837
143.53388184401,9.926131832048583
95.1760781364095,26.690320179783555
88.9385629133541,11.049069512857116
118.0296446264153,-12.431718046750802
112.90667992452404,52.564823029224286
126.86941241533256,41.51961130905987
116.00417338939526,58.488362812315444
29.77146204478365,-0.2722581696117814
168.09985238198678,-0.5052875459624033
74.59583879142588,30.15315599985351
80.96400775093778,-0.1498899301165153
95.74489363094575,-43.39268334187625
92.2593291319481,-0.01542315082907919
51.36385409891504,0.13474013071820679
129.83015770310715,34.87129698416412
99.29202062238264,0.771121347616301
105.30385451052271,1.1275722080553408
122.98152374795808,59.52096090636904
146.3206320249471,0.7900799841976891
43.30022259086098,-0.5456284304241592
244.47153470827595,-0.7410963573987317
271.6298269833744,-1.3002181534408237
208.21058188813424,-13.208344313440165
120.27325583120927,-11.978535865768563
274.0381206578073,-11.673164538890035
204.66245498837725,9.432601782435455
169.47426154928542,3.9833169366938534
209.47177674907374,-1.3450105011286269
255.328243714202,-4.495892094213843
197.1283391971338,8.72385055362571
187.4155109044013,4.3399354291360055
197.17832873188294,-8.986482045535695
172.98240232162402,-2.789060642147149
142.40332298557092,6.360478837486141
130.80548279974107,2.704945674697342
240.82550426998915,5.2490221247009
222.9094327123318,0.5056866451751603
218.91419287155588,-8.03892274485878
283.98077734574565,-4.733672480163136
217.37749924126175,-4.231003876686714
207.37625572214924,-0.16539213506945316
89.1800683231689,1.360673863986733
130.60198432230783,4.9225926713592685
216.25537193115133,-4.221656401488076
182.53270203818832,3.199906886193446
153.53431304728326,-10.032074113818567
250.95605897263866,12.455065323732299
197.29411142106915,14.397672156368884
91.9314875531348,-1.3149974458366387
130.14851698920393,-0.4555286204938227
236.65119436899764,-15.503251626087263
142.55414038082554,1.352496582667527
92.48780996968122,4.187211602943165
126.65676685692361,14.099331235615878
192.34567333508159,-11.810743101294491
162.03838704430058,-7.40185155148464
170.02428552312642,-7.892028063137815
166.4055945888665,4.2110640880638925
201.37106225012542,-17.252379352371662
168.1732114317704,1.5591362847531514
123.45124177848425,4.722915002617427
142.04474187451615,3.159973061537869
123.46692487321704,-4.855976428968987
159.9765238920587,17.283409356350575
126.2499625867685,5.340195617265707
119.77702552786369,-5.024595710712219
193.0555268303857,2.3961852887462385
108.51086759536722,0.4500695029612416
131.35176403155378,-5.540021691680522
168.89427033400494,-5.024525203383888
139.66604097425886,8.163232460048391
220.3101547336861,7.430095555287039
201.21497802398954,-10.029917908570837
131.91370963486025,3.980987969216443
336.72897647430807,-28.227491440138294
133.20120555651852,2.819504085838446
139.95750365102805,4.493808826067095
111.2201939778719,4.3085336683814575
74.95889946615677,-7.131459361990025
201.56521412215972,3.549231762898472
84.72841301761724,4.627537741295029
133.0588944325998,-3.51588552028241
98.03547159391026,-2.6459757191146025
137.25771547599794,-7.70595110349899
89.91886844861622,9.20918470254884
176.99026491234784,-13.468872320677292
192.23674631528695,-13.775074044459501
138.71750961420386,-0.3145431688765825
121.57161527825035,6.674868320130344
121.97385153415952,-23.8354718420118
171.96282037847325,3.1123615282147057
110.13716369561016,-10.59902145812704
167.54022860568978,8.600969128292945
213.04795532128568,24.028373734512
90.01645007882466,5.998363928460691
75.80883213440205,3.110441444761946
113.95861548176354,-9.182589224514516
109.546194772635,-0.37593477384103835
80.7561961050005,-1.4059399312380236
143.2887074163458,6.368410222169416
126.60788866559585,17.052912544949194
139.81480648175042,-1.2138467539872408
181.72286836949053,-4.342727516353818
194.42413529882157,10.007715061651965
215.3061870544884,-1.5498267158776002
135.3508858446337,-5.17769390293418
108.453248368515,11.011770778711679
127.06122360131131,-11.65377635998047
178.9408822059656,-12.263148265616849
208.9289844782355,10.305644789633277
100.46388341247444,2.0750376765598304
65.47195093929166,5.999233412866204
122.5660660294055,-14.376304736253076
119.3434671784218,4.246459130958996
74.84671296325808,14.821354830802889
73.29137735592082,0.9201855567945643
181.41271934775517,-13.040843092643229
50.98245431122869,-0.760286061713046
257.33000804486153,-6.210754750347519
86.83800883028151,13.055912298286785
162.44476315888983,9.849329176000964
99.98015434428912,-12.350642024724038
151.4628444008338,14.830104443801986
189.7956670795727,-5.506941789815045
156.92570836621076,-9.111485483573688
137.5065066154831,4.560930426485896
90.2166977675895,-10.14428872508067
91.06327763101017,2.0842678404690673
148.0260345767644,5.968226758785221
206.35463138405606,9.908429927661132
144.84895449489608,6.061975773606349
180.0432631947284,6.49970085446364
164.7251602080329,-11.447596792218548
103.2886395579418,6.6214238774999785
142.66082661887748,-1.996949577135382
223.53737658426297,-23.8273587938331
241.22813543176164,-22.702626841482072
176.453488391331,-25.204842577503825
168.13006956129186,-23.31277906880925
102.34020004212954,0.7298525655289154
71.24215791790414,1.1588220622172258
164.37407313990465,5.388356698842131
130.2450921430186,10.919111314068601
116.22041106968564,-2.3983914874228844
134.74157541007577,3.8693971992864533
196.8315897014139,3.044824066103672
161.03430868259977,11.916042611345034
227.86639041856725,8.867696646754723
133.40952374132,-3.490798948935776
169.82814910310634,16.14070791998111
203.70459962937247,-5.447427265056689
222.35809330069458,-6.3755778374752765
184.88284278046342,8.751412474079103
185.58458874687608,12.130465699380892
264.6313800749116,16.433134599401853
175.14544366405477,-46.06239921841777
163.98375390687,12.361223607642671
166.9690840302715,19.93727969413959
208.5601184914655,-9.481592671592011
81.18820299294984,-5.816060727474195
272.52160700919944,16.360181327684074
288.7467228352815,9.990828046490776
76.38506404217458,2.038568517503549
66.68859631135162,-5.512182014115361
239.72524198596784,2.258896775317112
159.89234173461853,-5.34097297899342
117.09196008057515,-3.727327787150415
153.61711523100672,-23.087099400818545
