zcmb,mu_a_cal,mu_a_err,res_fit_H0_low,residuals_pv_effect,residuals_pv_effect_2,residuals_pv_effect_3
0.0255697774488383,1.976706136611645,0.10087570443774051,-0.013306085195913253,-0.13296611574699746,-0.13716121141398752,-0.09202847057940211
0.0287518708159457,1.8825309572059832,0.10049238705209529,-0.15675859845673634,-0.12403832651096458,-0.08476138442260428,-0.16491124210411634
0.031104330769714,2.1999633494406807,0.10137877638432014,0.12774532735750466,-0.04766248182733257,-0.009558951276860128,-0.07043113190652583
0.0130422839046007,1.7292662861741266,0.10472610478715057,0.02505023013541141,-0.02317494098511652,0.005118960383221349,-0.009637806863874943
0.0246250984967799,2.066783979005387,0.10109482005936,0.09262669431180903,-0.006741648793841648,-0.11821677253180063,-0.054602988333513736
0.0155121943317797,1.7171036028865378,0.10337597709243142,-0.06113087335982437,-0.09352758442143028,-0.048884291523553,-0.12826514143806378
0.0242825671820707,2.021573466546254,0.10105934740963336,0.05332034961708243,-0.06745439383916185,-0.06987142323202278,-0.07198430297194136
0.032568843322869,2.092246690365393,0.10075188454041198,0.0008096442257214953,-0.077514388053876,-0.1053674517898866,-0.088421713448259
0.021396397740983,2.1250262083003078,0.10183252369401724,0.21021536651505324,0.14603320881385073,0.19020195971724796,0.1898208737477436
0.0382356386944393,2.1717886599707787,0.10094067722452134,0.013628861910527146,-0.037115599728487325,-0.028937750561505382,-0.049431163442735127
0.0224979857128901,1.888901263679535,0.10129484601531451,-0.047135237332789126,0.016794501805822648,0.016457431564198544,0.03744789301819296
0.0282149455659401,2.2164220156114034,0.10163915412078678,0.1850391941686076,-0.056188330059269376,-0.03822362133438162,-0.06774131572699638
0.0405087908120926,2.1549793977359863,0.10071081319813448,-0.02708377465100309,0.0028741199199071588,-0.015082675581908234,0.01151639447962971
0.0195791261334818,2.131080397312717,0.1023329063802328,0.2538635880624558,0.13715055499911877,0.1814192630180287,0.17233260868505873
0.0231053041601863,2.1890861631156153,0.10201328762227006,0.24179970609879464,0.17818807833879013,0.006533612143517331,0.06616779393490013
0.0383610592542955,2.240158169221046,0.10155106287703197,0.0806411468346937,-0.038392101513151644,-0.029048793875460888,-0.050663801244052564
0.0229931955709894,1.9882938572567792,0.10123829877579592,0.04306104722930715,0.1649506002859198,0.018096036523955306,0.18614445232536347
0.0120489709810371,1.5975590304485252,0.10630878048697852,-0.07277723735536834,0.029039644253856522,0.03526663841329558,0.05279391378492626
0.0383289505359192,2.160064956916525,0.10082657249273591,0.0008949525604697861,-0.010264031556642905,-0.013274794806276802,-0.009460543561308654
0.0292484415912765,2.0819706058690146,0.10081809746934738,0.0355034394938869,-0.01220622978179442,0.004430330542968264,-0.0005206787588161177
0.0337442080632226,2.046975786385123,0.10043425114453937,-0.05924678725460408,-0.0508505224906326,-0.03655744799461935,-0.08644169312570682
0.0362373090484053,2.0124355522041206,0.10039212095984335,-0.1234484850015205,-0.016737290309736252,0.01300207012798893,-0.02979367877458472
0.026453464848956,1.9183017351961091,0.10076584579041398,-0.0860042472302538,-0.13886158355306222,-0.10948438193277354,-0.18120031248144564
0.0341904479016947,2.0855639774748496,0.10064588909257093,-0.026132154816078668,-0.011425730138441281,-0.06820441339069028,-0.014329650755620094
0.0275325958047212,2.0007078797998803,0.10086851281573672,-0.020399066387927434,0.01605053901879927,0.021610318254241534,0.011334885129873129
0.0334996210721443,2.2467141199433107,0.10173297429617635,0.14352370684723637,-0.0599244402599286,-0.08216099122074105,-0.0803894833108405
0.0275550437421447,1.8498546878129727,0.10063875446707517,-0.17159448377921627,-0.1324116141585545,-0.10038446719546812,-0.1755714246244402
0.0248001515872522,2.0256179748827363,0.1011135130401713,0.048475901494429374,-0.11540657732656712,-0.13995714131419135,-0.04468600304623038
0.0220422203541732,2.0355442349078685,0.10156721250209257,0.10815722753386736,0.16583192824057846,0.20165025642675438,0.21284051235251766
0.0243792081152618,1.9564424888331289,0.10113043869922689,-0.013485057987352222,-0.0068067368019857355,-0.11932909664226621,-0.055124348235656484
0.0246561278996393,2.088697223169053,0.10129020393735357,0.1140092728416171,-0.0067335272978112926,-0.11807794225249779,-0.05453792684488512
0.0163061763664775,1.9025227158355735,0.10273741025844073,0.10302715206059165,-0.07640039826910261,-0.056422293879331065,-0.08434336911609996
0.0240971067004771,2.05685941371745,0.10132447854328515,0.09183894645239232,-0.006883043298536506,-0.12063245682752921,-0.05573542961870892
0.0322029687937714,2.244597394345054,0.10175100394111282,0.1578763612519647,-0.07188144654688067,-0.06864926932137116,-0.09781397227853716
0.0396196381894713,2.0992720857288076,0.10052390976917086,-0.0736127083630449,-0.0050781541196975866,0.015100230996848651,-0.013842864071390792
0.0253033113439291,1.9686193236588303,0.10098714328814476,-0.016982630270677923,-0.14357260993268994,-0.12577366410377877,-0.1444168734614859
0.0304093699909984,2.014769827694154,0.10062510068824947,-0.04799682344089273,0.0568694610901872,0.13706167490071586,0.11143351008774616
0.0212268051155029,1.9484467824508036,0.10146630484677335,0.037003053088759064,-0.02954651521581475,-0.011652107591080707,-0.026048576970705284
