ra_desi,dec_desi
-2.124379858942458,3.849815368724285e-16
-1.5707963267948966,1.0172127946473353
9.211394737412137e-17,0.5535660788550424
-3.141592653589793,0.5535660788550424
-3.141592653589792,1.205917793372963
-2.7767315734603795,2.3576699692861045e-17
0.3648610801294151,-1.3459888304136858e-16
-2.356194490192345,0.6154729074232812
2.7767141201678576,-2.197176995398055e-17
2.3561246770222644,0.6155078140083213
-0.36487853342193566,1.8850523688264394e-16
-2.2883186355822853,1.1447090965055216
-2.423197680176407,1.1653214349715744
-2.4611934979923227,1.2218875560287104
-2.569438818201011,1.1787255636268912
-2.274251281811212,1.0854726216928339
-2.304340758115593,1.2026191210866928
-2.165011123928886,1.1759679434087396
-2.326209733643082,1.2605291456678651
-2.513850081524992,1.2777206388000093
-2.632427750905487,1.2324991578808362
-2.520168173417211,1.122979747318192
-2.654523619235735,1.1316191271155642
-2.598673083171917,1.076850695187982
-2.7217711553150763,1.0817201638010467
-2.1623756767583746,1.2342444871328302
-2.0237965341500237,1.2009785115898188
-2.0439027271329984,1.143277926518886
-1.9070340071916034,1.1605043262360697
-1.8652508248988602,1.216616661687687
-1.7841977344362427,1.131549313945484
-1.7288533438555027,1.1854450812470687
-1.695465195264852,1.0886840275165033
-1.6352338827785284,1.1405028530082149
-2.3925322452188666,1.1074114103904027
-2.4793798287981046,1.0654362418799392
-2.5528581903070657,1.0204591070560454
-2.6638262241488646,1.0283305419825397
-1.9958712661181144,1.2584871104430315
-1.8071313608074486,1.2718563325133079
-1.5748105840744848,1.197644932718509
-2.1582916063087065,1.2926955637821205
-2.1461092081297872,1.3509022943361313
-2.055369540318603,1.0851933690125146
-1.9346451159581546,1.1034320596958553
-2.1668786262285193,1.117726306269689
-2.164644604785968,1.0595021224231582
-2.366404666316511,1.047843323019836
-2.4457473341121734,1.0064441131625306
-2.259922128652338,1.026340866635266
-2.7224169271383145,1.1835601256549153
-2.7916890451499694,1.1323347121088827
-2.8101022687585093,1.2328656770237552
-2.7200432793556018,1.2841958103249083
-2.8401917450628913,1.3335188149862678
-2.5927738703001735,1.3322796312173517
-2.9244911479342175,1.2792041686642048
-3.0769282048034023,1.3210222575419885
-2.98226154617523,1.2238074182059049
-2.876721486307134,1.1796505881304482
-2.357224234451021,1.3193641947525938
-1.7111382519477605,1.324111490318018
-1.6245175611712817,1.2534082023197277
-1.5746011445642456,1.075436978493866
-2.607207743214169,0.9702285311836487
-1.816241979502859,1.0751053659359873
-3.1151858220071187,1.2635485652738156
-1.9447680256197215,1.3164844014868033
-0.662753876859808,0.30302406473125604
-0.6914994496401544,0.2517288380151426
-0.6022956715707254,0.2956762285803599
-0.6264161218332861,0.3500432347799834
-2.4651553953943504,-0.09431759277777373
-2.5230654199755227,-0.08621926504851983
-2.544742409285292,-0.03213151152921568
-2.5809230846791347,-0.07785913793146713
-2.4870418242143604,-0.04031710572106906
-2.429288879265866,-0.04834562028024295
-2.508910799741849,0.013788101090755213
-2.566611384812781,0.021851522234969126
-2.602757153621584,-0.023841197582242502
-2.5583908840358878,-0.13269738302912906
-2.6164928948347796,-0.1241103631093168
-2.4512276679634364,0.005637413483941882
-2.3935270828925037,-0.002338741197671835
-2.3713614013921758,-0.056217055206737504
-2.334168435032176,-0.011362093430482998
-2.356351569825024,0.04249876728606213
-2.276851822396683,-0.0009773843811165487
-2.298965144019451,0.052918382920468396
-2.218627638550153,-0.0029146998508302008
-2.2406711470028404,0.05101597403579452
-2.415448418297552,0.05162683927399238
-2.378220545352513,0.09651670763528677
-2.2717554609808595,0.10447540902438088
-2.473218816538565,0.05984734005088572
-2.4940056879298163,0.11428415942058918
-2.3472758577146546,-0.10929251775988472
-2.3100305314770955,-0.06438519610607088
-2.4071581043505788,-0.10225884087434761
-2.638763296090227,-0.06983062337229339
-2.6745774523411496,-0.11588986233242342
-2.6611209638082745,-0.01602212253330772
-2.6252719009723107,0.02989749008666311
-2.64693143698956,0.08398524360596735
-2.5134835623820737,0.1692620308584104
-2.5516888197082292,0.12493066785775472
-2.6101922562350794,0.12995721610349817
-2.589091225578468,0.07560766319639464
-2.683164472260963,0.03789109806079696
-2.704824008278212,0.09197885158010166
-2.7190135350969262,-0.008011061266654036
-2.696987479936758,-0.061941735153278873
-2.6683815334965706,0.13819517017291144
-2.571358680378206,0.18132225598969148
-2.6307696881160925,0.1846383815684806
-2.5309543081945365,0.0690103186238562
-2.4546659665898645,0.16386896346974794
-2.396965381518932,0.15172147187586738
-2.531687346480375,0.2247111411942706
-2.4721890722798885,0.21951006002332746
-2.3268205988812802,0.12451178883727576
-2.172568399590023,0.032742376767413935
-2.549472251558197,0.2803696910403699
-2.590278049469824,0.23656192681531205
-2.7408825106244157,0.04597197249753079
-2.4357116909132066,0.10786134777324984
0.12264428653764178,-0.21896900795520918
0.16077973069371795,-0.17435839227423403
0.2191784474654482,-0.18399260974524284
0.19833921619663603,-0.12948597720545982
0.06260496026903678,-0.20860175219836277
0.18144442903733085,-0.22905701103173629
0.2406809038500185,-0.23830725606730643
0.2778040570399379,-0.19271925600521447
0.25645868028804714,-0.13840460968315071
0.13939944735678733,-0.12007865253721012
0.17685421310458582,-0.07532841051607554
0.11714649939385971,-0.06620033852814544
0.15451399867905824,-0.021485003092050224
0.2027025393266219,-0.2835636435715194
0.10135126966331086,-0.16454964187802582
0.07929030791810258,-0.11060151469888083
0.05686282702997538,-0.05681046715241567
0.09466665862817256,-0.012461650859239613
0.2629862116905062,-0.2924473694641707
0.32314771100675077,-0.3016103480371409
0.04064871827894814,-0.15449654538653862
0.01834341043846061,-0.10061823137747361
0.002565634000431886,-0.19908970777499385
0.23504349036607675,-0.08402015019100734
0.21341886093386683,-0.02991494337918296
0.2929535149472487,-0.09203121145766142
0.31478758388969796,-0.1461015116844458
0.37311648749134835,-0.15426965258377923
0.3833790234930752,-0.3113841918483092
0.36199874015614425,-0.2568775593085259
0.39556142167199543,-0.2086715653684425
0.3367089192947467,-0.20020671849627014
0.3509158994059805,-0.10000736613927548
0.40891319044975205,-0.10808824057600937
0.32902947058597165,-0.04597197249753078
0.27129397892999885,-0.037926004645836744
0.43153265755559855,-0.16236798031303323
0.4228234645881468,-0.267052828847653
0.454466283926804,-0.21759019784613373
0.30124382889422185,-0.24720843525247757
0.4818330465980753,-0.2767917660737816
0.029373891311064694,-0.005427973973702416
0.38679986882698414,-0.0540004870567049
-2.3266111593710406,0.2914350784980137
-2.3403294472917167,0.34822809235790925
-2.294340021501666,0.38762017357542156
-2.3546062405730295,0.4049338397552051
-2.371291588222096,0.2502976680285071
-2.281354771866829,0.3306526267903265
-2.268858214422549,0.27363272012767154
-2.234824294008659,0.36932912301452087
-2.2470765053576596,0.42647120272481526
-2.3080583094223406,0.44483206645579554
-2.4002815070977217,0.3634822700203398
-2.4160767368282707,0.4198738581522768
-2.4612458578698835,0.3763278933150182
-2.478594430634707,0.4323529623040362
-2.223148041312818,0.31211723013414666
-2.211698681419735,0.2549227905462924
-2.2567107228286685,0.21645573383233713
-2.201069626275089,0.19577358219620442
-2.1557957854783556,0.2336821335495214
-2.1727603858077407,0.14463543511277072
-2.127730891106287,0.18231709366332813
-2.156354290838995,0.08871508587887214
-2.11158659552534,0.1262920246743101
-2.38537639528569,0.30696850884076343
-2.445031749118855,0.32009338481576083
-2.5053154214827407,0.3315776512938835
-2.5228559804652835,0.3874630939427421
-2.1656219891670845,0.29267426226692966
-2.1094223872528666,0.2707878334469207
-2.0694892539672356,0.17196729119900173
-2.1760765113865297,0.35007814136502313
-2.12701530611297,0.3861017371261861
-2.2996109158426883,0.1761735346963081
-2.2442316186769085,0.15592771537317376
-2.313503736688564,0.23457225146803862
-2.356089770437225,0.1938188134339708
-2.429917197796585,0.26368434339130414
-2.4891013127317128,0.2754129559647057
-2.4138601686782377,0.2075545546471662
-2.370331657133499,0.4614126943497419
-2.4335649359332527,0.47596874031137437
-2.3232950337922516,0.5021312257987693
-2.260271194502735,0.48445104047606674
-2.209743912657501,0.5223421385368638
-2.0754408267165374,0.4199087647373163
-2.1338395434882678,0.4440117617073582
-2.1469818727557843,0.5010840282475727
-2.1985563521522167,0.4649208061462501
-2.273937122545852,0.5416454800639211
-2.221821591081302,0.5796762044648773
-2.33919498327792,0.5589416929511848
-2.3875231502656424,0.5180486285769575
-2.1566859033968724,0.5587322534409453
-2.0791758313158057,0.4780631354137673
-2.09257995997112,0.5351354019539822
-2.185780542027619,0.40772636655839606
-2.064148546456133,0.3626096053943425
-2.0598550364962276,0.3044901413029311
-2.0213007133196736,0.45128978468817454
-2.0111778036581054,0.39376373254244124
-2.066347661313647,0.2301391151679729
-2.108078483728832,0.05592034923389862
-1.9650138449428551,0.4806985825842788
-2.0234649215921454,0.5095139685347049
-2.5667684644454614,0.3362376803967084
-2.21323457116149,0.1024333737995475
-2.2882488224122053,0.5986479334340558
-2.1156357593899653,0.3287851244906924
2.785004434114831,-0.15432201246133923
2.820801137073235,-0.10812314716104918
2.878868241287087,-0.11594222220998365
2.9146474909529707,-0.06983062337229354
3.057171077670827,-0.1383697030981108
2.9990341602868957,-0.12981758976333851
2.9729763945546206,-0.07764969842122778
2.937040065256057,-0.1236391242112783
2.8564582136914787,-0.061959188445798744
2.8923072765274433,-0.016022122533308137
2.798652908865427,-0.05400048705670464
2.7628038460294633,-0.09998991284675535
2.950496553788933,-0.023893557459802206
3.037029978102812,-0.08363617775556864
3.0095584956764223,-0.03225368457685544
3.0946782032961857,-0.09354964790689625
3.132499488186903,-0.0491659250286805
3.074397477388011,-0.03892084231947356
2.834467065116351,-0.008011061266654018
-0.8419991910396263,-0.17619098798882746
-0.7855377897376105,-0.1938537200190101
-0.7277150316190366,-0.20757200793968575
-0.41177553042302445,0.5288347633542828
-0.39119809854201076,0.472129015956987
-0.2981371428256733,0.555869913467675
-0.45525168209020295,0.48474774644890617
-0.495568787811272,0.4390026667541346
-0.5336169655047485,0.39228020267824626
-0.5960822994336257,0.40093703576813805
-0.2801427982376116,0.4997575780160573
-0.22909191761677627,0.5375090497366948
-0.34648276310591486,0.5150641155560476
-0.32747612755169664,0.45931829924734846
-0.4326496682768761,0.4274136805208923
-0.4717799501065883,0.38158133436352093
-0.3701145211779198,0.41570252124001045
-0.5650852519182052,0.3419623603432498
-0.15730652548224952,0.5366887449882577
1.1976449327185095,0.001466076571675177
2.7297822165817305,0.5288871232318427
2.6634946115909863,0.5406506423902843
2.6402642792469413,0.5955237940729861
2.596334341974244,0.5504593927864924
2.750412008340303,0.4721290159569872
2.709082611653078,0.5844060467377824
2.7768188399229783,0.5711764510076656
2.686655130764951,0.6398027971960821
2.6149046452154643,0.650012973320249
2.57013694990181,0.6044598798431968
2.6213972700328827,0.49532444171599177
2.5557554368653754,0.5039289149283236
2.5824066145433298,0.44854961776254304
2.518195951362458,0.4561418000087188
2.757236245715602,0.6271666134116434
2.826456003849697,0.6124011279397715
2.843438057471602,0.5558699134676751
2.8958677482015105,0.5940402642087912
2.8805437573690016,0.6509554511163262
2.966152157179324,0.5928883469024746
2.9537952260752034,0.6502398661230085
3.0334869597212646,0.5773025566821656
3.0239923685904153,0.6350380483381382
2.6863584247921124,0.4846953865713462
2.6460413190710423,0.4390026667541342
2.607975688085046,0.39228020267824626
2.545527807448689,0.4009544890606581
2.8083743927990357,0.6687752627791884
2.8643645552030135,0.7078182781463015
3.002315379280646,0.6944316027835048
2.7359955887188305,0.6831742291081421
2.7145454922118204,0.7391120316345599
2.861414948767143,0.49972267143101734
2.9125007359730177,0.5375090497366948
2.7951098904838787,0.5150641155560478
2.814151432623137,0.4593008459548288
2.708942985312919,0.42741368052089207
2.669812703483205,0.38158133436352126
2.771460679119355,0.4157025212400105
2.528336314316545,0.5575977894271492
2.489467831874631,0.5099153942626641
2.4987704367877606,0.610376546007458
2.540972498100984,0.657709875321544
2.510551409238723,0.7109598707998915
2.6930779424122893,0.7952767269637372
2.6374193925661906,0.7527255998001153
