objid r s i dr dr_ph ds di Sprob cz
39633304101588528 0.047653620044858305 2.1411853896765547 2.79136512306314 0.0008009833459638788 0.019618754708720265 0.04773210252079414 0.0005358463 1.0 6307.990755149407
39628449274398720 0.05864420504729247 2.109038201723918 2.824477438980172 0.0007497070833159657 0.016243289136130365 0.041970800037386805 0.00042368515 1.0 7599.568732085298
39628422527322744 0.7075780220559481 2.4396511364196205 2.4024524564786534 0.00038802115694100116 0.01621570205190799 0.0319294386184991 0.00019991363 1.0 7606.586469128696
39628446447437856 -0.17202922114581765 1.9197044060885056 2.8207476811171874 0.001323651485358471 0.01877715118008761 0.05153032071207561 0.0006077937 0.30877091337562973 7129.341663729503
39627695268561448 0.05421228068592391 1.7505858067502018 2.3230712784707874 0.00035817618212903785 0.026450043441927147 0.05811124618338256 0.00061236124 0.26998066287323097 4848.28970839227
39628417146032096 0.21601211440498455 2.1033986164862704 2.71729594292929 0.0008186286409080805 0.015073949700898709 0.04497214734828785 0.00049556355 1.0 8214.520943802496
39627788398891720 0.706069693021683 2.403258336594369 2.28151910725492 0.00039626754901455344 0.014094914125895388 0.026012973331105086 0.00019146726 1.0 8857.130690297441
39628438616675632 0.10112624571003342 2.2222876311612185 2.9166581873500688 0.0004274022222775828 0.018270035851410155 0.05341553867148116 0.00025699058 1.0 6708.556000770124
39628443947632728 -0.1974309087582824 2.303904769806542 3.4385890217523167 0.00013628515961189048 0.01650178070087367 0.03355174918275108 0.00031787177 1.0 7471.686452426092
39627841578469280 0.01101558419808014 1.9519812861391936 2.841143758285761 0.00018798316358607006 0.019569691768457395 0.05512458780615827 0.0003218312 1.0 6157.005208609357
39627811954098480 0.7168693547670498 2.144731161595322 2.0566652961339065 7.934248050113493e-05 0.01957461074747957 0.04362989068672493 0.0003150418 1.0 6145.814620696314
39628433268934672 0.24891393565991032 2.3728495487180346 2.784112094312441 0.0006875147047262796 0.017398978815112712 0.04532055132326102 0.00037489686 1.0 7064.365530019834
39633446338822592 0.27356461925050224 2.1677528501624614 2.698388812709756 0.001097677562839442 0.01609411881151439 0.034008060924780155 0.00040655932 1.0 8022.42034403859
39628489086731776 0.1971081247879831 2.239767240782359 2.8765051255199268 0.0007355752686445929 0.011165023357455986 0.03841144475719612 0.0003223427 1.0 11765.133992876556
39633332270532488 0.5284939432946831 2.3317482892706445 2.518016121045326 0.0009175667257920514 0.011500393576568594 0.03270770450716699 0.00054102315 1.0 11014.583581002678
39628443956020232 0.5098545535444886 2.3863238314836552 2.7877105295406013 0.00025903466053734997 0.014557347165919896 0.044768801117147046 0.00015467442 1.0 8526.844104482643
39627787807490424 0.1103206300146517 1.9675566024343514 2.6362695735864046 0.0008147771375863449 0.01915376699556879 0.05081486971538837 0.00040411437 1.0 6292.270708445085
39627758078266096 0.22835779558913621 2.355148848772833 2.745557522769638 0.0002030091823641749 0.015954944910607803 0.028397741740639207 0.00058205595 1.0 7744.255675759106
39633419746937672 0.7198486862075039 2.38518057988964 2.276482594691685 0.0006140980910153929 0.015564813575060035 0.03578438364925716 0.0002990695 1.0 8295.417674433862
39627835580615648 0.33247503120853045 2.2301474248890636 2.6102447427923847 0.0006606503741717557 0.013554520781455918 0.053100228517500826 0.00036106355 1.0 9102.11556002452
39632950337212320 0.47763210169925496 2.192148904369053 2.3621416113682665 0.0012618106387069213 0.011040980187605624 0.04290303395438448 0.0007244765 1.0 11381.54628284298
39627745478578256 0.23005398761544324 2.217605761892425 2.525781599902845 0.0007297207683492923 0.01962139459084222 0.024141273581994985 0.00028435673 1.0 6124.650428473208
39628427904418824 0.23807758440767535 2.424439109965266 2.852748718826626 0.00035248614386356163 0.02011790417531763 0.033529815439154904 0.00021297896 1.0 6051.760321233319
39628438616674192 -0.04082038908567375 2.3811378145657405 2.9756342287617707 0.0005141087242771167 0.025275050711365446 0.041190693888608486 0.00023663607 1.0 4734.039848392076
39633408476842376 0.0397112629690879 2.347450318086131 3.0382265939535724 0.0012356317798136915 0.015580372679704411 0.03238597353982519 0.0005851877 1.0 8294.800040565631
39628332362370384 0.44272699462526943 2.3783517405772443 2.629577292992442 0.000433287008839318 0.012898269482449761 0.04746298685582931 0.000160851 1.0 10251.496388517338
39628438625062208 0.016870077367903767 2.2829461760926106 3.027002768056631 0.00016566951023393045 0.020912681364756894 0.041438674295336105 0.00030314169 1.0 5810.346242812128
39628438616675392 -0.2593965729828741 2.302362539006699 3.2518052801689095 0.0009990848843068165 0.01771577847086606 0.049254186292813584 0.0003986625 0.7482275826186704 6931.453332957848
39628438620868696 0.3387601932855238 2.271231764198836 2.5510650136359727 0.0005649957270644629 0.019149601260023012 0.046405834571030424 0.00027026533 1.0 6382.196474973916
39628521894577528 0.5365734738305445 2.444377060453335 2.648417216244913 0.00044502094572484855 0.011339057535936926 0.020726487423340725 0.00020947449 1.0 11049.336700257507
39628417150224224 0.39517523497064105 2.115584654010918 2.549568665669427 0.0004892867455952704 0.015528956602715952 0.04746716192900417 0.00026750247 1.0 7962.52591683748
39628417141835824 -0.17626836711407945 2.154948701773988 3.1588051878694046 0.0003505133393380022 0.019868763259995682 0.04218805172960991 0.000521904 0.9704080113563242 6130.339364816859
39633144277632072 0.13408630095454607 2.033423049296357 2.818432870252681 0.0011782295505962366 0.01464951499200984 0.03396495226340881 0.0005633377 1.0 8508.301394572287
39633296904160424 0.20553764564162397 2.021429438436438 2.57751111899982 0.001433916331871587 0.015377130473418153 0.05606110157988005 0.0007135346 1.0 8134.7903385968875
39628411743766624 -0.17378823363696988 1.9540135308223323 2.735866450363205 0.0017661463314683741 0.018561785986685567 0.059503845543767094 0.0007216654 0.22795476477115645 6590.259989245505
39628459873403592 0.2703956772352185 2.1653708622767054 2.8994948168567998 0.00040082154742513516 0.016416137747989425 0.047050240758923646 0.00025207314 1.0 7515.381935640589
39627847618267568 0.4212011525662373 2.234486588236604 2.487317258697586 0.00021094632930677618 0.012526093232911855 0.046474234866839055 0.00032375072 1.0 9896.027165050456
39627815561201560 0.5164475294089613 2.335861449394098 2.474498423239038 0.00021069394881533104 0.02085269483768997 0.02979053777183282 8.746439e-05 1.0 6341.126201736859
39633140863469032 0.40342059143502773 2.317131554357967 3.1033438117786627 0.00061380286420069 0.01053204115773951 0.03468115229548477 0.00028878107 1.0 12158.66685387429
39633300687421632 0.7520938276738541 2.3648775197560243 2.3447175099381132 0.0006264544234185204 0.011623197150436481 0.04077897764597671 0.00033078357 1.0 10884.441966361625
39633145246518312 0.1834045526795367 2.3349567200776296 2.950225353342838 0.001910588623218006 0.010691031345550394 0.03949827332382392 0.0005220131 1.0 11975.61348913041
39628433273128208 0.043988803654116816 2.139801169728003 2.698654974494498 0.0009369076185463941 0.016319515025956605 0.052780411915431855 0.00061598 0.8937579881637976 7559.477300006477
39633325333152536 -0.477475985993771 2.2469777050438076 3.4865227717594847 0.0019102584325963083 0.020787365297075998 0.03965179678472372 0.00070317846 0.37773236575250707 5946.999825883718
39633321830908472 -0.026197085863928313 2.201295282955177 2.9552519383102167 0.0009432659960409899 0.020725979833292073 0.05299162355952809 0.0005838513 1.0 5961.93889158064
39628443939242896 0.44000610525605865 1.8480233858661752 1.8198190585761038 0.0009226475284780209 0.020028763627633922 0.055637362748388125 0.00071168 0.6723464221025596 6081.258419311335
39628438629256512 0.26618872987047576 2.291615083831428 2.903205831327922 4.448096490278132e-05 0.022345079375938635 0.03977378206092948 0.0001638897 1.0 5412.02214605246
39627745465993120 0.22942607855109964 2.365683048768101 3.0411242780827292 0.0003060388440074942 0.01980681422889958 0.04308433702897687 0.00013464996 1.0 6061.434800506674
39633342403972448 0.1269965617605186 1.8955471871346348 2.416390085782578 0.0013327408298620996 0.02513540335782845 0.06182600382566923 0.00070742756 0.6159311057813124 4875.710379017435
39628427904417992 0.9941311278236247 2.46464347206982 2.0351535940407635 6.247044951238763e-06 0.016748324501437078 0.04334939261532506 0.0001457857 1.0 7352.863765950573
39633335651142392 0.18541938231854632 2.055007781979255 2.6677264642141028 0.0014062734528122167 0.013530080388655613 0.050881487193913694 0.00079303246 1.0 9314.475546300142
39633001541275512 0.6397501965697113 2.3178762066348355 2.3624606358445126 0.000662925104313158 0.013266083801754005 0.04905347869232062 0.0003124089 1.0 9668.446771427445
39633029244649600 0.07671272860736571 1.9898948359536004 2.6649328696994923 0.0009943330448494868 0.015172287633306197 0.04771748138591286 0.0007196448 0.9939280965837132 8184.523071805585
39628433260544128 0.2452598866619837 2.2179256221633463 2.583273426374178 0.00011220173022478416 0.019440421830493715 0.04406045962735058 0.00046057344 1.0 6277.255230156317
39633267183322328 0.27907236007237735 2.1210933118891546 2.843929414593066 0.0002479374520377178 0.015103985911841923 0.03069166921396428 0.00055673724 1.0 8277.068834044989
39628470430471192 0.3685855745297057 1.7714721700395495 2.111002258033545 0.0007606110488785857 0.02080126759224771 0.06826168191894101 0.00051584566 1.0 5846.8162712479325
39628427883448056 0.34837484731413637 2.2932743215083855 2.6721304974596407 6.926082699702495e-05 0.01542652030927609 0.05502000441160536 0.00033381037 1.0 8015.69601099199
39628438616671752 0.4390715380904438 2.4765295583322806 2.7695358361641107 2.9537251519444126e-05 0.015603220912657548 0.037693538527455606 0.00019655036 1.0 7926.435967446648
39633267225266648 0.2182931087807823 2.277777908922486 2.879144466342275 0.0005691620665394485 0.01594947151672992 0.04179357859244911 0.00046086026 1.0 7821.0848212515375
39628459898570304 0.5037678821053813 1.9677155596444214 2.102963904332854 7.899613958632522e-05 0.01796382159682597 0.057332121452031704 0.000476211 1.0 6836.919129043731
39628465170814320 0.40435323310170473 2.4614150196937947 2.765798502824053 0.00029863172480729816 0.016824025166369116 0.0453270892449462 0.00017562677 1.0 7326.308489718676
39633089969784720 0.2635254958484629 2.1803621808655738 2.743680856381901 0.001565445129855971 0.010145072975880007 0.02679062736853643 0.00073316623 1.0 12529.594873658854
39628433256354760 0.028593163431311464 2.2466993151576853 3.015744160479872 0.0006487460400480105 0.017814836070153425 0.04465800528416541 0.00044390018 1.0 6887.807734398802
39628433268933232 0.05261889356051853 2.326082858464625 3.0256056263143716 0.0002563244295008241 0.02048890096084397 0.05495113074121361 0.00022832175 1.0 5936.128167504761
39632971916905224 0.0388119275181305 1.8316053722936123 2.6226795271230765 0.0015604939975761933 0.013861795072641278 0.07061664954238528 0.00076732 0.6533925725953458 9253.639562795697
39633405565996024 0.3334815217161566 2.1657787994789643 2.7522843119456706 0.000824528879295967 0.02095415112166393 0.031120170075755817 0.0002858693 1.0 6139.394013305648
39628443968604696 -0.25592958869673016 2.16675527230236 3.5003046265414355 0.0007725714994665329 0.0190266483141868 0.052222477074570034 0.0002880692 1.0 6429.237401450427
39628346107104936 -0.07057216128260382 2.263147319362408 3.1998278255428243 0.0001489948988062947 0.016514254085662525 0.04751431972032638 0.000342193 1.0 7454.268797450521
39628443968603384 0.4701155955621563 2.248989327281493 2.8222362723919305 0.0003371877854185557 0.01754891335811355 0.04815703248532982 0.00017057039 1.0 7004.977161637314
39628443939246096 0.1618809245390729 2.0900604483613447 2.6470009280919555 6.184827152597589e-05 0.016859492416178904 0.056715581824610485 0.000548388 1.0 7303.783760300041
39628438620870128 0.1331523655728577 2.1204137202522193 2.7801923052798765 0.000611177027279212 0.017798270202663835 0.05356730835106729 0.00033561615 1.0 6898.167651818143
39628430945290040 0.3288833475256688 2.3640032103263775 2.7201006111629598 0.000627738131121376 0.012097453902833028 0.03894955452218416 0.00024272098 1.0 10855.46871675423
39627859748193248 0.64575455407781 2.351567783301287 2.3278349940389154 0.0003451872897460457 0.017837681973840235 0.04647852646058587 0.00015813744 1.0 6797.374464272139
39627733994574120 0.5001846661309426 2.2856461644473534 2.367848555920493 0.0008206820815957176 0.013671738644597788 0.05797420143734357 0.0003159963 1.0 9127.635952730045
39627791980825536 0.42022205819801417 2.3696628475602197 2.9225540319118775 0.00020601674583986028 0.02005043740474893 0.025753608062934252 0.00011751057 1.0 6384.826779545932
39628459877597344 0.4445198158946507 2.1263621623459628 2.4952241118076737 0.0006695846128428063 0.01611772800770516 0.06337287685669059 0.00041180206 1.0 7662.495933450303
39633132164484592 -0.07309681513974205 2.077552540768217 3.033081487293864 0.0014411860580033798 0.013450523313978181 0.06014207748399246 0.0007774592 1.0 9520.820196749233
39628438616671824 -0.03986802367797533 2.0338633712482053 2.754337727535323 0.0007865838665535201 0.019039383482192397 0.06023348901775044 0.00050366175 0.6144281616604114 6420.2553232865885
39628438620867560 0.13889835190291328 2.1435951949859557 2.5791480404081053 8.316878117542613e-05 0.01750795210944406 0.05988502780415102 0.00045204005 1.0 7019.274213171852
39628443956023824 0.3002120238078506 1.9267315274055914 2.2464504392447173 0.0011720533907030044 0.017784324767641243 0.06433792266520946 0.00051354995 1.0 6905.597547813296
39628427908614336 -0.15849631687803983 2.202073482952462 3.057992957609277 0.0008041605212110365 0.02020330261448054 0.0537473092745328 0.00045358395 0.7760424367806603 6025.287963698271
39633114187695272 0.6106109791665827 2.4156320688222035 2.5879730715868385 0.0005814125792386058 0.012796654184413152 0.042909058807226716 0.00035682163 1.0 9965.074055713101
39628443956022256 0.07515630640724776 2.0575687270057226 3.0011183962549595 0.00040931196308369833 0.015591440645187127 0.05328418388258787 0.00037972946 1.0 7934.586989969514
39628422518933720 0.2846839215555485 2.2259251896887777 2.669516717325676 5.508949267148218e-05 0.018922726354030056 0.045906252101891525 0.00034326842 1.0 6457.220538859281
39628454584389080 0.5947822263106329 2.1450122118342914 2.1476219675844392 0.0006059483170019598 0.016813354392578195 0.05703478118834283 0.0003280259 1.0 7329.27536449158
39627745407271784 -0.212239489810944 1.947496172745579 2.8287348586471888 0.002196326909959324 0.01517411214841439 0.06264568719955271 0.0008764702 0.23729218679723857 8062.768324599073
39627775711119224 0.6575518558218979 2.2063340257658512 2.2680872297493186 0.0005239609843463897 0.011894911261582788 0.053044695202065964 0.00027078314 1.0 10436.025781954919
