targetid_1,ppxf_sigma_1,ppxf_sigma_error_1,DER_SNR_1,snr_1,targetid_2,ppxf_sigma_2,ppxf_sigma_error_2,DER_SNR_2,snr_2
39628427921195116,281.6139411056641,5.500567567238825,23.432445038936674,18.1982655970352,39628427921195116,286.34761358582716,5.047288504680959,24.313771370902266,17.212937031283037
39633145246518309,215.26199730291842,4.452196245067724,26.15221805860893,18.04773649979668,39633145246518309,219.4930011796051,6.728122095002303,16.821470568661763,13.198014900817872
39633140863469031,207.2935596546145,4.487549223040884,27.72606504457329,18.02607599845788,39633140863469031,207.45895178968394,4.3369349583776176,28.924110707977277,17.420494410597417
39627841578469278,89.86040525516226,2.7854106661718037,20.857518992084163,17.426430815483478,39627841578469278,88.49973139117553,3.3422437588785363,18.436599328620133,14.417013874912438
39633289648015026,133.06328065798746,2.8179088525840856,28.113118512211635,17.350523263968903,39633289648015026,128.1406879866282,7.0051834760813145,14.92678607290227,12.463046023378077
39628433277323804,214.14454373040732,5.233948180549996,20.945037620645106,17.24808741776348,39628433277323804,218.36620013189537,4.568580558118546,22.281331386565785,14.07797641379434
39628438633449651,184.13265548128504,3.997593741573197,23.57932066125978,17.235867891674847,39628438633449651,180.9327485950916,4.474171559413417,20.47779788821004,15.469060901622928
39632986802489616,148.51827599037398,3.244593378607086,26.014084183162105,17.206191455021518,39632986802489616,158.55035010419257,5.045058501451218,15.027545953474704,12.964499984743846
39627770195607669,257.1835916345048,6.628752450914389,22.999229176840327,17.146126854148466,39627770195607669,244.72852631077254,6.320638081376133,20.789004533624677,15.608097949187545
39628438608282515,204.4929474992536,5.43080255655566,19.896106427382847,17.09292984472706,39628438608282515,190.09527534288472,3.898826698981938,23.062095776787974,14.78786378935747
39627787807490423,91.27398883021647,2.94954939902423,21.548407891390497,16.899390922654103,39627787807490423,92.58898627605313,2.8071609852799435,21.24208094706163,16.55921138059946
39628417150224221,129.92075267895703,3.389695924131236,19.775635629511196,16.833674191232536,39628417150224221,130.37628129945085,4.299307457686808,16.47828168071113,14.17632372535401
39628433268934674,228.89956855595398,6.482438612955902,21.02333923185886,16.806679952245148,39628433268934674,244.40282018204132,6.676473876541216,18.5033091333905,13.607710332903217
39628417141835823,143.2303886721593,3.285376415992106,23.263736343403824,16.748538696707474,39628417141835823,141.87789208949178,4.268458593741355,18.3490921678798,13.863023349394483
39627794438689096,94.58141577115279,1.5201113941623772,35.10043774125326,16.65388849391518,39627794438689096,90.39420416820963,2.7747341308256326,21.35688434451476,13.516179075729351
39633416953529073,133.70643247473154,3.6927881940021896,21.49488540282197,16.202452443253232,39633416953529073,119.60710123911566,14.82201929763745,5.413301782831347,2.542740237815032
39628438625062205,186.44030178443435,4.641719022647376,19.128245962209146,16.14366768538121,39628438625062205,198.25104488572885,5.047791876787956,19.211044704016402,15.222994078353436
39627775711119226,158.33746126855826,4.396378764666972,26.06082393564118,15.897352463605467,39627775711119226,165.7393128200429,6.627997558831609,17.09881363620795,12.161641712682789
39627835580615647,166.07827149155753,5.308886547591202,21.81035116859845,15.893218980490955,39627835580615647,173.97029955469534,5.729354858812318,18.484134288090793,13.629855239643094
39628438616675634,168.51112663289845,5.607882724284005,17.6416617916314,15.717803338487782,39628438616675634,164.30006254483456,5.338950637487226,18.476207335411182,14.437820531630388
39628438616675395,192.74487257393955,5.923976202114941,18.11604339381556,15.49160736661262,39628438616675395,209.99725192631124,6.202505028894877,18.60106970087494,13.34321342432789
39628454588580107,168.95277957414697,4.7283718446567145,21.166717835180744,15.468849740023424,39628454588580107,167.39364328939382,5.010434412142857,18.298296003981505,13.970536122945589
39628443939246094,125.81269927979297,3.9103317930499353,20.388534029715863,14.987389803242031,39628443939246094,121.08978427717554,4.761786548961774,15.007920715463635,12.57597044911129
39632986307560712,143.62472840528508,4.180927475115685,18.113143031252164,14.783524447179213,39632986307560712,140.46475534374719,5.105073200649825,15.613039813609081,12.353871518056403
39627775664981316,121.03893665873254,3.2006488770093084,22.093514883806826,14.747543294432793,39627775664981316,125.89491308770153,3.7771866992678396,19.46731753511689,13.22634874298998
39628427908614333,168.61822857023398,5.3558480054316515,16.695555518285193,14.70503266720649,39628427908614333,151.3348192138834,5.210355521730066,14.954739097107877,13.191553024154492
39627799815784947,128.92006039540135,2.604418669060337,27.203934965337005,14.665376809275973,39627799815784947,123.57986477813563,6.655153076195841,10.512383216116497,6.727501802536802
39633132164484594,117.26472767250758,3.7546768515926487,18.675468801886545,14.651073518012423,39633132164484594,122.2893233832198,5.523770016552166,14.30817985941862,11.510226196793662
39627733994574118,194.25361947475884,6.095860499233136,19.845579590804448,14.406193976548835,39627733994574118,191.8574341860126,8.06488337422778,15.115822478691845,12.59515659494386
39628438616671827,108.73590234684785,3.964132599624442,15.650532019463245,14.359952099125767,39628438616671827,108.2858328438866,3.9637594590148675,16.798222525444828,13.060899363114547
39633140817332966,128.58175318571352,3.297363696629388,21.676909685719078,14.310899888720531,39633140817332966,134.12177487739405,4.881663886373023,17.03197099685842,11.584690084396682
39628422518933717,166.38200773231299,4.362360085334041,19.97989621308186,14.221693506553772,39628422518933717,171.4065329356969,5.316598217972682,17.72300125321294,12.516039950380865
39628438620867562,143.74765720428306,5.382423332749539,16.93178134098474,14.15026222281523,39628438620867562,135.58442474423467,4.85767478126667,16.295135198362438,12.66885212668387
39628427891839276,224.0252025113296,6.833347795373626,18.367768484681644,13.870752998277336,39628427891839276,216.59510695604257,5.337922638053658,22.04295814407486,13.366894348661454
39628422548295227,196.20001906970413,5.757420981473083,17.092808625666038,13.57832718841871,39628422548295227,206.22993697827496,7.158908840288427,16.86710812663348,12.497884646631178
39628438620870130,133.9042036194685,4.525237868703667,16.210112428045665,13.565802993812584,39628438620870130,129.92321565025205,3.8793374275017762,18.75671671876468,13.44204803669281
39633282664500303,322.61523075423895,8.230755857915366,19.967309423447702,13.497076417759422,39633282664500303,350.8427221943772,12.105741493925496,13.79455884866487,8.672358065604074
39627854828276436,134.61095759943774,5.106736689557589,16.179871375693022,13.476234906106725,39627854828276436,131.7914535135993,6.107389476803147,13.983942365753958,11.543579146288266
39628454584389081,142.2044080640616,4.634511900283241,16.510721503703042,13.340055289540157,39628454584389081,137.7105992379945,5.121776890406624,16.604414297188278,12.929997414620729
39627848780088349,113.37446081206264,4.253770347869267,16.665371410936253,13.333000969913739,39627848780088349,109.06592714368118,4.977783413990315,14.320421392774355,10.022405045218894
39627829507263474,71.39316978516176,2.3311330542450395,19.32323320128302,13.134071735318816,39627829507263474,78.52462914715178,4.940143424578691,12.182781359366881,9.156809068643017
39628443947632730,203.33983000360897,4.4822934225263396,21.227442188162044,12.98390700368004,39628443947632730,199.7905982407105,3.8748121572581296,27.773300266725286,10.81875615994701
39628443956023823,87.04218188826476,3.7231812785319365,15.124086619304853,12.979169249977462,39628443956023823,82.41464414696974,3.1327690605493173,17.42703052179651,11.376073734956943
39628449266013518,131.30095167245858,4.131598099441372,17.560391994695753,12.627274960930713,39628449266013518,134.816837192741,5.254978369201207,16.15171915487639,11.404728416677182
39628454605357595,96.71248373435296,4.423298734988413,15.398836205698705,12.37682131977731,39628454605357595,99.35845945346756,4.34323175750814,14.262607518925812,11.95011618568396
39633422498401100,133.40473992424845,3.976385819443746,19.324661195953365,12.365502057842019,39633422498401100,141.11069102774744,5.92748996911214,13.11591645101694,8.798756514888796
39628454596971067,94.52346079989064,4.5043921763505566,14.286027428832275,12.282951831322007,39628454596971067,85.3142760973418,4.21987760018855,14.484500758638331,11.141864312231924
39627896922312965,170.2558287520092,5.652204464557765,17.07404120340664,12.131392280828688,39627896922312965,183.72470107268649,8.425717008862087,12.890983293420357,9.754148957951228
39633441225967301,185.3492092930572,6.389987336174386,16.851570154723067,12.105495140101999,39633441225967301,199.12428333751672,7.310553969581198,14.141786958161942,9.6392487975907
39627800382015423,138.56023802976557,2.821265479956524,27.095967857579783,12.082199955517186,39627800382015423,138.87478119864215,5.920221451478447,14.183199464128338,8.724872480440013
39628438620868701,124.90904943831552,4.533876688159143,16.322847980686735,12.053955392195027,39628438620868701,118.23418111818518,5.282698703779902,13.684092072698864,9.869073262475807
39628438612479959,110.05611561315362,5.3565009487512505,13.751700270566754,11.793928108556544,39628438612479959,133.89158745516542,6.859079453023245,11.980070826587617,7.765450604686872
39632986311757198,173.5190011425806,6.292016814560995,15.473111860933164,11.732683041244398,39632986311757198,170.4066396143659,5.881282459535894,15.457151295101855,11.131506961845613
39627854798916213,104.83765296654664,4.441635527122898,17.515734009445367,11.670928898614713,39627854798916213,115.43667442467368,7.0062955982516275,11.75749600301471,7.651307852592628
39633427963578738,171.84071316983625,4.338851591163536,21.1628358752609,11.643171141409537,39633427963578738,163.2397440415433,5.389074388968851,16.894001168385664,10.399252951162158
39633405591160319,225.06214218854166,5.954999848870915,17.549935676702,11.639566489108097,39633405591160319,201.03376845402966,5.5076969070314075,16.33430409587246,10.531993600358913
39628449291174473,93.01563204305499,4.552838989875839,13.415166985290597,11.606048498274589,39628449291174473,87.01726811459432,5.010162713800343,12.634892601103127,9.923592792769716
39628433247963439,77.36405285678302,3.5312911816840424,13.998669196852456,11.603636879142226,39628433247963439,74.25361141202107,4.287745611380441,11.763843174249297,10.283860110566707
39628427912809581,109.36732086950627,4.420261703797902,15.12421994579351,11.603013087795437,39628427912809581,118.5499100940208,5.187937938519242,14.33421056804613,11.16893582185894
39628433273128217,109.35822738571447,4.478110092388997,13.62817607946207,11.52145778121916,39628433273128217,109.73416215955551,4.558815876343341,15.61098220584082,11.038275182794642
39628433273130121,80.05322613938148,4.079649420590369,13.306810684117112,11.45653317591368,39628433273130121,81.4591660706195,5.64015120355954,10.027449926024323,7.654446947197695
39627752076214843,146.4729125274305,5.281769257983871,16.842449405964096,11.189060874060042,39627752076214843,140.1045023052611,5.43860947955091,16.058324492174354,10.426191662851751
39633166859764049,135.13434493807046,5.225058258332557,16.672217745400772,11.052336315949132,39633166859764049,118.08143239312126,7.167681643830035,11.40390361274244,8.475049445379625
39628417133448023,139.2078831047568,4.771915513719987,15.25696479104882,10.99404573377864,39628417133448023,140.42172985874404,4.30717590929274,17.929340464845954,10.75927742879567
39633411337359301,179.55150461131362,7.941981120410166,15.232398516673998,10.804888352190298,39633411337359301,183.89423212766744,8.78656094805853,12.227979247989802,8.133171362964314
39627853666454927,199.42799282964754,4.702637821035025,25.504014426343034,10.801501584760505,39627853666454927,189.4202777679956,8.434075868660337,13.139781356013064,8.103482606755133
39627854832470288,214.5312736965496,8.580827486487758,13.90115979681363,10.733534938160743,39627854832470288,216.0811004124272,8.819882318334937,14.534310101108955,10.399794863301658
39633408476840987,132.7620388931666,5.8581753532552225,13.65575054168186,10.705859461026732,39633408476840987,137.93973279610077,6.553557459997926,12.618832983556095,9.44957850842963
39627794413523342,113.95913375787083,3.1216786503214733,19.89768929801171,10.679779655078624,39627794413523342,102.94736297915917,6.2850286291296955,10.390908241556486,6.505241408928115
39633416961918207,121.23433542132109,5.580176240202645,13.987685969945247,10.613958410937865,39633416961918207,132.88811178130155,6.317519510438743,12.827194216087872,9.180435645859333
39633278545691034,172.80930807315718,4.636305142270941,19.123040172179138,10.600095641539118,39633278545691034,185.07245633877403,10.1144172403876,9.457482693706009,5.307828701788203
39633448847019927,214.08180687305213,7.2359681462438905,14.801272059944623,10.504339785440676,39633448847019927,203.77616208341885,9.067571693686247,11.33783531476958,8.400001580372667
39627781780279667,101.50140225075437,4.808734237153901,14.242995810644388,10.411792007243516,39627781780279667,99.42636457419451,9.117868424106272,7.427774819947313,4.954251021043635
39627782283592197,68.47156764572476,2.8653767115921895,16.656198326489793,10.312412772493076,39627782283592197,62.472334232858564,6.4829673473829645,8.35193300725717,6.12805453955982
39632991240061483,115.37791366127895,5.817972725264856,15.041768012252861,10.229444381854972,39632991240061483,129.75421839753204,6.841103406219938,12.286552484443249,7.527959986706399
39627799861920125,121.4666967439013,4.524679418605595,15.865415802816457,10.125001180481796,39627799861920125,117.2202376129423,7.323304660192912,10.432661099916013,7.131029817853549
39627841616221031,82.25739037865954,3.012964931529995,17.221493306144048,10.060031404520611,39627841616221031,67.43603554785665,6.523528715815346,8.682769772329129,6.739148176886132
39628433256354145,73.7514701343181,3.988124519596081,18.07310659963751,9.958977014762825,39628433256354145,72.83128457752353,11.134947371693148,6.474040617347594,4.798301005082367
39633162619326398,174.89229780143356,6.229060842075988,16.037725886061075,9.910666101243262,39633162619326398,187.9331408940768,6.18775630703107,15.639345364136206,9.274308891469959
39628449286982584,50.60231128037217,3.60936339729106,11.97437861669451,9.899678767519044,39628449286982584,51.362597342085216,5.1397258215332435,9.495981132796818,7.179154812032142
39633339585399957,254.22463066968777,7.179835091059708,15.929970630921964,9.789234599621736,39633339585399957,260.4353854200353,7.1904483004416715,18.75541687050025,7.493034370990561
39627811975069914,93.3659649794249,2.459350954883688,28.726208212480433,9.78715655190828,39627811975069914,80.31005268113812,5.428685826242311,13.01168859114552,7.85984600235755
39627770183030191,167.36942774689032,4.327487692396262,21.39856007038656,9.735943831269866,39627770183030191,157.52009857088936,10.620526101318639,8.170363466289702,4.859780444240954
39628438620868387,93.8048333319271,4.499476379679476,13.546275710659419,9.704687554655006,39628438620868387,106.15547535665114,7.176156846535114,10.521756709866,7.961781840398956
39628411743765194,158.8778966227348,6.520361071032974,13.53540089547774,9.690969125913854,39628411743765194,144.0477921789328,5.373770878083192,15.651573184558197,8.398399637636219
39627799887086091,187.04219618466513,6.780144534955742,14.977834158459373,9.681422628588548,39627799887086091,192.5491379744802,5.646247528367836,16.721974480796646,9.2517767433136
39633123209642665,152.3699656244239,6.083162405966875,18.782986435854884,9.375883794390447,39633123209642665,161.4814511079976,9.129454624185076,13.371497282635097,6.905057901273017
39627752118163565,139.78697182872602,4.669787877423506,16.70179769500516,9.3265777259314,39627752118163565,135.22604140224013,6.5423030088381084,12.387582736496197,6.94310351452928
39628438625059750,85.14455340504915,5.1169425831970985,12.902564356473142,9.301345682166673,39628438625059750,95.28884213012982,6.083536476531334,11.053395985884764,8.43858994635753
39628390050827812,92.1054115512447,4.309706804268826,14.694670055344853,9.267842504534919,39628390050827812,90.02114371077563,4.916408411463548,12.45573982756513,8.512163238459411
39627740101478551,151.010147956157,6.985256577284333,14.186051002292432,9.252877328564058,39627740101478551,145.04192119737178,6.685174711492405,13.027754019922043,9.042081786290515
39627793843096806,211.30884634788666,7.2882128408389955,14.713996109515142,9.231185045456083,39627793843096806,201.4004164202255,10.499054353043384,10.500507818396777,4.8548881098099965
39627794413523610,147.87994238169924,5.278745469017452,16.61996549142412,9.194033317013265,39627794413523610,141.8179666080929,6.601954493338258,11.784774495810057,7.496409436300173
39627835580615109,183.29311362196026,7.3705804378316975,12.882864960952626,9.121109842666907,39627835580615109,176.7934127674966,6.715654048320804,14.377507019845753,8.576280821975967
39633314918696118,159.0013618119236,4.7918591824457835,23.21084686002041,9.079117491961577,39633314918696118,170.44895860414215,9.932557846884613,12.762411301764201,7.436530206750208
39627752080412951,106.59935149669181,5.73336355632611,15.993501792948642,9.049921286948033,39627752080412951,99.97792761919182,13.569403925742195,6.423343424911695,4.231652328236104
39627746074167996,141.6623518303098,6.009700730497171,14.320998494983908,8.9809936691799,39627746074167996,143.65930140744518,5.847396859255586,13.51197104381001,8.207859088260424
39627770166247508,211.6236971873464,6.671752507713365,16.172924168431422,8.909604252739578,39627770166247508,235.4510559811795,8.987805143980149,12.320428004368933,7.512270790830591
39633123134147307,229.8768220110206,7.707238725552023,15.175672897668045,8.860652399672114,39633123134147307,252.57944885250268,12.615090982783085,11.093282199836695,7.491212551734195
39627758128599208,163.8510671025791,8.83778131149998,14.429950766467103,8.846171841762917,39627758128599208,189.05590968008295,4.645555336399164,28.565000204647433,7.890923448754223
39633332799016620,156.47368002688725,5.7890479617241475,15.606587425023875,8.833326556875807,39633332799016620,179.7864590956965,8.17234745777251,11.627051131299627,7.17950014829985
39627793784376952,102.70512632489401,4.628252166114587,16.044363322170344,8.82060906014637,39627793784376952,101.97527375936508,13.533871530827536,5.995531889993925,4.085527076258305
39628422535709412,71.82156894901274,5.529994756151631,10.133437380778403,8.792838730204457,39628422535709412,70.66274688679552,4.728350801502076,10.276934960948335,8.68870803042747
39627793788570454,167.06825148932572,4.755352619716192,17.733966001125548,8.766739648024664,39627793788570454,161.6798947904836,13.88687048773558,6.586272716798863,3.1013871612077075
39633308136506456,135.70464780005292,6.9041296062654895,12.242885779773669,8.762053447871143,39633308136506456,124.78553648598432,6.8316039748662,10.405684455472219,5.595892352545716
39627890903482888,115.02121532597421,6.996438015539876,12.964650809729436,8.749155487648988,39627890903482888,117.41960681339707,6.719887274859947,11.855346252886502,8.0186244048655
39633451355209872,136.676274009719,6.546789002156959,12.917487079432311,8.721343037958528,39633451355209872,132.80687681043256,8.811065638204154,9.402292556208462,7.315372341738528
39627739984040153,198.35400173446573,8.17854128413016,12.653447582511259,8.705746439603926,39627739984040153,195.30917766836205,7.490067379800578,13.8063146741011,6.545928081784781
39628433243771249,166.9923299882723,8.186668992213372,12.049821963452763,8.701115221734435,39628433243771249,155.07628737692727,7.888501355842801,11.67770207399849,8.20451523099951
39633290042279301,232.3002387419446,9.124432306273226,12.037717948154926,8.60190239707455,39633290042279301,223.4325420951899,7.020869261284366,15.614278179564694,6.21124349517085
39627817935180703,131.6641242668521,6.733810836719431,12.104235829419016,8.586879796377191,39627817935180703,135.15492321578787,6.459692723005533,12.097246865448437,8.227398610974554
39627763589582281,177.89850306309688,6.423075194225678,14.925866168840804,8.569626614276414,39627763589582281,161.75779514311577,7.255641455295805,11.109826918006386,5.664576950376325
39627764206142957,200.9808859968441,7.201501519935541,14.343801606055782,8.5675799306146,39627764206142957,206.4283132619008,11.452597529345706,9.887228807629413,5.556564402506657
