ppxf_sigma_error,ppxf_sigma,snr_ppxf,z
1.3838325204676758,138.97191401554343,37.09863394208711,0.0246198717561043
1.1032623075107972,124.4194318146541,34.86659370448213,0.0023007268579912
1.5666570200759342,273.94389124320827,33.92494520348806,0.0278119786253126
1.54183107539427,149.06290730230126,33.891261093397205,0.0298956933722283
0.8283512475715538,203.36341635591052,33.256286989128526,0.0125112033056673
1.6678398325066528,270.979717906654,31.694018142007558,0.0236939766987014
3.1231721859045547,364.3632582332412,31.33353244242037,0.0157116284418747
2.0615840470325937,248.4965030976653,30.81874992291347,0.0254556245577831
1.6735577617216542,117.92152136930017,30.59157000097044,0.0337318925108328
1.7040928354747942,201.42881498440477,30.3806670834688,0.0204785348754562
2.43850249975406,189.8262316355282,29.214918688463683,0.0372764816138344
1.17384156106714,94.95865632925292,28.963642686182997,0.0217666855644115
2.025945605362457,300.73348887123257,28.7732970951138,0.0275400321839002
1.9510534854103,186.68325604419243,28.5843975865995,0.039934630166879
1.962831228690216,150.80153082664046,28.515099487030064,0.018663981014227
2.1787781594543416,206.586169459352,28.484963695397184,0.0221851932516154
2.40976579069134,179.6489200775255,28.285424338841,0.0373885517233968
1.9319252264013864,169.28671017726927,28.185122406192747,0.0220513394141024
1.0576037034583592,156.75030636643632,27.90120535646181,0.0129020129411385
2.1088623571866085,180.4763019748921,27.881359234190928,0.0374577233783096
2.360350246263872,215.4397997430238,27.821977455973872,0.0300791456018698
1.9744411988882968,191.31296963096716,27.645283621604243,0.0325551612082677
1.4934336492510691,96.38827884369688,27.371504764072565,0.0350118998515318
1.9138663602734916,182.04248146161183,27.37054978477361,0.0255448348239648
2.003795442230204,139.17981563227542,27.35352657337309,0.0331919926744087
2.79608865395674,178.73010993075337,27.23852313912268,0.0267219391400425
2.234200944007586,196.51693372759985,27.171880704275857,0.0337470550705836
1.8740903452320852,230.20066445531356,26.97572843192511,0.0266048320229974
3.0758527015529324,230.25553071620612,26.653627735049053,0.0238712335795207
2.59240753971842,170.23876998439042,26.34871191149633,0.0211199045717728
2.5110174852969944,164.3289867050221,26.15720795423558,0.0234524696037575
2.0670144353227333,164.7846069412232,26.155518357255943,0.0237301627175275
1.8845924613284,239.75568081709608,26.124903319286407,0.0157925117810051
1.8633059875647209,123.43430031924612,26.118267004043645,0.0231742561551632
