logdist_x,logdist_y,logdist_err_x,logdist_err_y
-0.0232083440047846,-0.064625,0.1013097923723938,0.096382
-0.0651145545113916,-0.00181,0.101094805726117,0.096055
-0.2142867407345315,-0.170886,0.1020130163949507,0.098173
0.0138457629855135,-0.011851,0.1009400091665908,0.097986
0.0745701622945636,0.082435,0.1012941456149441,0.096777
0.0543893927202941,0.037129,0.1007101308305466,0.097713
-0.2263399504784664,-0.135559,0.1023322040351285,0.098714
-0.0531613665473423,-0.035533,0.1015507456128703,0.098685
0.026542574701487,0.008252,0.1008258881522568,0.097569
0.0868343604245241,0.069143,0.1004339895349968,0.096046
0.1510420776645457,0.182122,0.1003915282698187,0.095773
0.1135002108544164,0.108142,0.1007657720805893,0.095568
0.0913899320568421,0.119482,0.1066441108925548,0.10445
0.1991040529456827,0.190742,0.1006387331945669,0.095223
-0.1401368371726309,-0.007194,0.1040321970401608,0.097994
-0.0756632844229674,-0.06989,0.1027372817161539,0.097652
-0.0643284418037934,-0.02531,0.1013239958144653,0.096544
-0.1307588090731661,-0.094072,0.1017502080990894,0.09805
0.1011912255709461,0.079396,0.1005219621877016,0.09784
0.0444846658457556,0.067676,0.1009870709489659,0.095761
0.0073975799214788,0.022491,0.1031896027652006,0.101062
-0.0096237870864358,-0.042737,0.1014660735398238,0.096486
-0.0387362529131164,-0.047977,0.1017079960394898,0.096866
0.0972756649912191,0.084936,0.1011231993566435,0.095937
-0.0973932899914475,-0.028742,0.1016380982273131,0.096539
0.1550278978687931,0.174524,0.1001797636239778,0.095746
-0.2001569340273899,-0.163794,0.1022278687612244,0.097476
-0.024899321764326,-0.095857,0.1115318809951368,0.106596
0.048782301122896,0.045819,0.1060264072798872,0.101441
-0.0034146372170144,-0.030076,0.1035051379934947,0.101323
0.0565935415218263,0.078653,0.1011176513722218,0.095815
0.1490573432363546,0.142604,0.1026857118495944,0.10036
0.1141387720053374,0.111112,0.101337420151697,0.098233
-0.1691391708152043,-0.142805,0.1021391047243381,0.097324
-0.0626936991558715,-0.037764,0.1012003844099441,0.096295
0.0461173320664935,0.059237,0.1008180869832512,0.095482
-0.302067668753456,-0.285657,0.1034598804626719,0.101543
-0.0672985532719241,-0.048163,0.1013515263722762,0.096599
-0.0559460726319367,-0.093339,0.1028945620476435,0.097788
-0.0120573441581803,-0.003737,0.1013488361475233,0.09782
0.0388554120251466,0.091863,0.1014010589413911,0.095867
0.1932065020386996,0.204595,0.1003937293250993,0.09532
-0.0870485892208175,-0.05384,0.1021005750084166,0.09692
-0.0992086543002687,-0.020569,0.1016764521360612,0.096643
