H0
71.55487
71.71981
71.71981
71.71981
71.71981
71.71981
71.81608
72.15914
72.57899
72.57574
72.56085
72.56085
72.56202
72.42207
72.4467
72.19088
72.18758
72.55475
72.53227
72.53975
72.30095
72.30095
72.30095
72.30095
72.56259
72.33827
72.33827
72.6659
72.6659
72.66944
72.55782
72.65223
72.69793
72.774
72.75604
72.73885
72.61028
72.70052
72.70052
72.66138
72.66138
72.65485
72.66707
72.70488
72.68686
72.90054
73.0547
73.00919
72.99538
73.24192
73.0481
73.02836
73.1935
73.1935
73.1935
73.22962
73.26866
73.13238
73.09654
73.10777
73.10777
73.08921
73.09257
73.10887
73.14402
73.20725
73.20725
73.02127
73.01618
73.01618
72.98577
72.98577
73.02888
73.02896
73.05637
73.15664
73.16035
73.18232
73.21915
73.27999
73.31644
73.31644
73.09824
73.09123
73.15866
73.22054
73.22175
73.17633
73.07073
73.12978
73.16091
73.07365
73.10132
72.9904
72.89693
73.04674
72.97768
72.86742
72.70601
72.70601
72.74958
72.57841
72.57841
72.81616
72.97179
72.97179
73.06987
73.15482
73.18939
73.1905
73.20228
73.11805
73.41715
73.39564
73.39564
73.32946
73.30354
73.23335
72.99486
72.99564
72.99974
72.99823
72.96334
72.97552
73.13914
73.17528
73.37302
73.45019
73.45019
73.45019
73.3588
73.3588
73.3588
73.28349
73.27601
73.23714
73.23714
73.21792
73.23886
73.34281
73.44347
73.44347
73.44347
73.36067
73.24852
73.20967
73.20967
73.11257
73.14682
73.05791
73.05791
73.10908
73.11079
73.11079
73.11124
73.11124
73.11124
72.90046
72.8956
72.95695
72.80621
72.75629
72.78355
72.73081
72.73081
72.59502
72.44883
72.54799
72.54799
72.54799
72.83255
72.83034
72.83832
72.89203
72.71291
72.72131
72.83835
72.83849
72.83082
72.7778
72.77444
72.72617
72.93523
73.10194
73.19624
73.07342
73.17146
73.16619
73.11089
73.11629
72.89541
72.86732
73.00998
73.1095
73.1095
73.0321
72.67406
72.7825
72.76657
72.75714
72.76504
73.01847
73.01847
72.99138
72.95477
73.00402
73.17426
73.24753
73.24753
73.277
73.26359
73.26359
73.46372
73.55703
73.55703
73.55703
73.55703
73.55703
73.63009
73.63009
73.63009
73.53268
73.41305
73.19348
73.01083
72.98854
73.11412
73.22653
73.23955
73.63274
73.56606
73.52576
73.52576
73.22884
73.22884
73.19072
73.26626
73.26626
73.00136
73.00151
73.26878
73.15047
73.27169
73.26744
73.26744
73.30323
73.30323
73.36614
73.24533
73.29298
73.3169
73.32682
73.38569
73.38569
73.38569
73.38569
73.35797
73.3286
73.11374
73.22887
73.16508
72.89902
72.64408
