XFP_F_desi,r_desi
-0.004842585369357,0.0438693748752649
0.6261026984854459,0.7617249820890661
0.4441246736770359,0.3235266089146192
0.3259494050122438,0.3057346405486019
0.3328740809519668,0.237585554753283
0.7649462342441864,0.7882194439147175
0.7316846753369781,0.6521506157540202
-0.06896055977337845,-0.0267738393972922
-0.2539461595260657,-0.4224816449013929
0.34771106353651415,0.3404205371955687
-0.08618337120299202,0.0112963318424666
0.2784917624429828,0.0929057930101033
0.18195873284956443,0.225807956085922
-0.27352298616724635,-0.4769541188424823
0.4171011928061641,0.1753293232807947
0.43169839472048155,0.3549620725804761
-0.10827576690373819,-0.1146109571329434
0.2418879977489814,0.3293929227443924
0.18381721986488442,0.2005965170530807
0.4499547680126246,0.4096364681528067
0.22526039961757505,0.2974767044835954
0.10360332479479917,0.2653466686391639
0.2551129441911315,0.3534129225227991
0.1022300801431979,0.157244588629693
0.6163380613646772,0.6267980713755283
0.34544451515822905,0.2085198499472287
0.5251026260798088,0.6862917361138862
0.6171152897273884,0.5522144961491824
0.3321972852669979,0.2331714177117108
0.28324067902765737,0.3098192000493962
0.32642694175877773,0.2229542327193211
0.27862465363980826,0.1792436839107054
0.15798764806149856,0.0945550744620671
0.5951774598238737,0.4301923854863571
-0.27651398167787633,-0.1414658908029059
0.25868203663030265,0.284773574014862
0.008791663299501096,0.0802860150605959
0.2814476063249458,0.2519367739372581
0.34422751519329475,0.2869768605647316
0.10567383041197642,0.0667393615878747
0.04572287938536679,0.1467030695607226
0.460242454072489,0.4798219996391769
0.5121069594329439,0.4558244490663605
0.35148827889047807,0.1895275513340979
0.5176640206287417,0.4960726452513013
1.1365759389245031,1.00455810971979
0.31932696241344516,0.4519898497192379
0.3128144940014659,0.3621091071662562
0.09593624995691474,0.317711496295797
0.30135874558038545,0.0810544492070662
0.6701982047219122,0.6178620342580067
0.2451547042442881,0.2526672689501404
-0.24634842391286904,-0.0701931888718117
0.15009610062936174,0.1211356546819977
0.6797738278081618,0.6887882175844203
0.6319799352623978,0.708682753432335
0.4890357605763753,0.6054319511383942
-0.019447757892610884,0.008352976781433
0.0004520064514932365,-0.1689824841758271
0.5241900869230074,0.533778781952968
-0.0496149446838392,-0.13269090997705
0.2254905047024578,0.125895041255371
0.5059262088638916,0.4086993266772915
0.719732373434562,0.7101048950509395
0.3028586331129288,0.236148276123846
0.23054826043346388,-0.0687624069071098
-0.2984568691427021,-0.3118355975845707
0.3100446063126814,0.2235882650096284
0.3856176277073693,0.5264467747564661
-0.09927112042736086,-0.1498606724830506
-0.10333947130116306,-0.0896774405956875
0.47451230986992354,0.5230675503938435
0.23202594327277204,0.3068270870278179
0.035488105534826175,0.0890988752218326
0.35708485228368847,0.2380979434569282
0.013450605553785966,0.2110002579727509
0.01429817550428325,-0.0746035495028688
0.3720855375314849,0.2481651375394505
0.23789484777042036,0.3734803378558484
0.4324698121331645,0.2964274504002871
0.3745994803893833,0.3773801943981038
0.35338872841127156,0.4143882670337375
0.3807093790290552,0.2123611667392779
0.3303044471714305,0.3785121433988279
0.11160592968079452,0.0478480163571646
0.0511982392752679,0.0589500528715643
0.7446612956749687,0.7078933794699358
-0.1635711883769888,-0.1725717932203414
0.015564564096613998,0.0540599922562754
0.12369015041242859,0.2163204196988937
0.8004275492391351,0.7063090842771311
0.10704914974896029,0.101445729698445
-0.19469340616825503,-0.1971200945278394
-0.14809985410588666,0.0114574243408923
0.6678158084715888,0.7173254659806799
0.383470516911705,0.2492304034762445
0.2088323275272983,0.2733714598502401
0.16250924740700956,0.1966448559997221
0.5407522805980034,0.5286049834294476
0.38777614334989474,0.5101507699026666
0.028529650643734694,0.1107742031486933
0.39591530493688376,0.2286621320875911
0.7791083405807555,0.7196558384080596
0.3548240103703084,0.3328889364109171
0.5036875050266965,0.4778859762380255
0.40444764594133,0.2305182456894987
0.38733811714901023,0.2384085614310413
0.2473380711349331,-0.0404761757883428
0.1625056587890903,0.0395076604191119
0.5068349783977277,0.4422054523732259
0.09215517251745853,0.0171975027622939
-0.04688581442382933,-0.2590797675395516
0.44248270888424557,0.3390823197666056
0.570388953312781,0.5368627385306383
0.2620254890180296,0.3954850491348224
-0.1529040190247084,-0.1759345893982033
-0.03467158348071386,0.1343284883109687
0.13773931786873206,0.20571669209493
-0.052755583990771626,-0.1734580825753407
0.047836129142756256,0.2707023143030826
0.4547991300997276,0.4215974954312035
0.5668797230312836,0.516044784422242
0.06647852552142064,0.4033753700453667
0.7065096822476655,0.7522210578353042
0.2189686972319036,0.1833601137972394
0.1878169100359579,0.0442990197471906
-0.29169133963445626,-0.4772949614117577
0.05471274056265285,-0.0260110268275178
0.5185226179368125,0.4403357499784662
