pull_pipe_1,pull_pipe_2
5.0192799341725,2.7663099953860266
4.7163215247971815,4.0466161257781
4.947928632749675,5.967251350638426
3.7229373377236086,-0.5994692314074263
1.7506512171474582,-1.7922484434393242
-0.05985785178485072,-1.1673491275145098
7.966976914591058,3.775329662945388
1.5673368494092563,-1.3149125834994657
1.3878664192120556,-1.8809192988534997
5.9245237048029935,0.7309772134234469
1.9084069928339442,0.5664716354755572
4.4704247000318285,0.961936437439876
-0.1801192697863116,-2.486615107646795
-1.0695331044109535,-2.891322594535433
-2.185586231961887,-1.624564079791596
2.2565441751012094,0.9133423942592118
0.8780018603736243,-1.730887155630496
1.3525322358693168,-1.5447098673035202
3.0397274101337213,0.6463661898240127
3.5096583107105848,0.005651201769888606
1.1554940296380931,-2.793355448379012
1.1174329626740571,-1.768509459700004
3.4574083461268326,-0.026538199966140708
1.7447775724200298,-0.31441878997539235
-0.18473943002910986,-0.029898606018581023
-0.5202539286019969,-2.355796267830408
3.7081523816470057,1.503116040199065
4.188023326079518,1.1857307328683135
0.9356771018704727,-1.4618848955792847
2.7039933633289785,-0.03901440341487409
-0.686909687924638,-0.712641993994368
3.0595843239814142,3.326350133245864
3.3071558221784394,1.1281542666413067
3.616516101815556,2.1267909962004996
1.5120816830430555,-0.275465355629877
2.2621571789967976,-1.084623073242706
-0.8068090307028296,-1.1675621503832816
2.4584525166438334,1.0924537470588358
1.662914092686765,-0.024077943828228855
2.259109997464952,1.887024678837589
0.8719276505160014,-2.013734008218946
4.502573099517356,1.0071974355238702
2.2012278183619567,-0.5687847339790231
4.492677458369331,0.64614599931382
3.6126151715172776,1.0561643377909056
0.8948604399251822,0.2970896163547823
0.1804230563423887,-2.5966406914974978
2.8044260605367644,0.6998632528048765
-0.7077700752554551,-1.7941872011610884
3.1615180559608227,0.10170737432869942
1.770568121702659,-0.6460633650980536
-1.1441880745841415,-1.6633616009651895
0.498869034444381,-2.5141511505540532
0.5120986667138551,-0.3971588069092114
3.32102530460902,-0.12455485077034138
-0.3931799833290671,-1.3340733510110523
4.772410249523704,1.0980783785402246
1.8855318445155391,-0.6583864998306252
3.1165138246353212,0.7781021769594105
0.4350337542674269,-3.8793900101175147
-0.24145484352384344,-1.5068570033010338
2.110948459555756,0.4185737239269743
-0.25444483097864873,-2.4332881540066778
