ppxf_sigma,veldisp,ppxf_sigma_error,veldispErr,sigmaStars,sigmaStarsErr
204.431837239927,192.795,2.5098002200554914,5.134677,205.5239,4.325958
131.4083565445439,135.9379,3.887400209037775,3.583737,136.1781,3.48268
191.18579345125565,173.2004,5.209519212111951,3.261739,188.1434,2.848003
120.60329968576195,103.154,4.260068362188304,3.096288,114.1133,2.697311
171.9735736168409,175.1688,4.387903539287467,5.448113,188.5307,4.704652
144.78072703045746,132.9584,4.25538908652939,3.955894,134.6748,3.79558
197.8685341003093,192.7348,5.791290223898715,5.917136,189.1928,4.706128
159.23001784136991,167.7209,4.011058283930587,5.677732,174.5536,4.880202
160.04283231790887,141.9491,4.445826196515503,5.149302,155.7805,4.483566
132.50721763762417,119.007,4.478069446698515,3.411138,130.4574,2.893007
186.5697141931198,169.9132,5.3071526179908926,3.222097,179.7296,2.782181
90.344093351865,93.0849,3.378331836937039,5.377157,103.8352,4.694573
171.80421882215686,155.2518,4.539365811596139,4.919829,174.1949,4.411426
221.7499048819768,208.4435,5.400945042299684,3.745458,214.0913,3.271822
94.19441144682295,87.59738,3.0399141611607674,3.225941,89.50916,2.879731
255.7941707073372,257.5781,5.456464190506022,5.129285,257.2338,4.468494
124.8556363445446,119.6569,3.576005660888415,3.869419,124.9279,3.271179
163.19022076424943,143.478,5.509797510717881,3.834274,157.0205,3.241236
155.02380040908216,155.6714,4.196474824865962,3.384658,160.6801,3.063142
207.3639088791208,182.4925,5.876682157118601,3.059588,193.1181,2.715861
218.9932952394507,186.8577,6.561377132476588,3.546726,204.3967,3.165284
128.92006039540135,127.9786,2.604418669060337,3.795852,133.3853,3.4193
221.05025669626423,200.4513,3.485458389869108,4.48313,212.7267,3.932297
183.07362191463557,166.0611,5.35300128485195,4.460724,167.252,3.706904
138.68174049700207,149.0765,5.019225230004357,3.194217,148.072,2.754529
181.31168908020427,182.092,4.185580294563373,4.601222,180.5417,4.003415
171.86441663354793,160.9093,5.682075093652726,3.164117,173.5916,2.813405
334.78036925477267,284.0274,6.959144364565195,6.102427,299.5771,5.324066
112.73589152495497,125.0874,3.3096519698342663,5.11391,119.3462,4.441867
192.73482291640363,188.2829,5.197953523623817,4.435457,200.7189,3.536083
199.23333400241276,186.6053,3.71231670427953,5.599431,204.5389,5.129799
168.49073105530294,154.6367,4.98168420302884,3.53338,163.803,3.033925
158.01075136847572,159.5247,3.775356305722244,4.467579,153.7361,4.139707
117.94226200178758,121.2412,4.164965559268221,2.661355,124.9103,2.288909
204.8010241414019,189.9747,5.674888069248256,4.344567,203.0995,3.703408
186.0402501212893,181.1348,5.103532355926305,3.787399,183.943,3.334556
174.04889065207087,173.3588,4.975115894204806,4.937067,180.3697,4.27957
115.57594731790824,115.0682,4.3845020477053325,2.82622,119.2986,2.352476
132.55356115372894,129.2478,1.733095735545857,3.563729,124.261,3.424327
201.0099410124517,196.722,4.56603969229519,5.566977,205.8158,4.571221
165.11260284329651,160.1719,4.275795584898988,3.400263,155.1995,3.052225
111.73537476553533,122.3924,3.744800660422956,3.015713,119.6559,2.642271
175.33603756849,163.5694,4.901083700905084,3.130106,175.0409,2.619871
128.3414339012638,123.5203,2.9156002089768998,4.169757,130.635,3.613424
80.70663834117406,71.0376,3.3191288412008437,3.412907,75.74359,2.991954
153.99014695725953,150.3041,5.399157406018776,3.271276,152.7976,2.784178
102.84808613132712,104.7946,3.4703240506067305,5.206467,103.8751,4.644194
168.09036151886133,166.3765,3.317030968049071,4.069581,175.0858,3.431297
77.39007164191167,58.13689,2.867759270293639,6.83064,58.43987,5.534878
45.31071880904171,60.93346,2.491192768807289,4.819736,51.49383,4.051183
108.1301647468046,111.4215,3.878220455325037,2.849506,114.2678,2.602478
133.35406195383277,121.3096,2.338878558419057,4.62816,121.1784,4.214701
194.7295116416696,181.3169,5.45835409517538,3.663573,187.5562,3.240835
55.65556155442546,64.96339,2.2231364965121405,3.420522,64.77898,3.112882
143.14615284933862,147.1978,3.767700109289717,4.470752,146.2066,3.999258
215.03824484974743,201.2448,6.147927460014672,4.82199,208.5582,4.148431
91.9908721932818,91.27218,3.477372699775023,2.508372,90.78252,2.193565
119.70046745997936,124.0569,4.684916491982795,3.773929,124.4654,3.172676
127.00190644936797,119.907,4.745549534756321,3.463189,130.612,2.922716
57.12687875378008,53.45315,2.578535233352021,5.21902,48.61072,4.398756
131.9565733236111,118.2973,4.565421898521966,2.7104,124.8847,2.417088
150.38614830079635,150.5456,5.754803969899442,4.723984,150.9494,4.021962
112.66362199197104,134.2868,5.050656366448639,4.47053,136.5623,4.083934
174.50900433521036,172.0237,5.7557341842059735,4.093236,183.9614,3.486701
133.3230530613493,127.9055,4.958009859209387,3.533901,138.9247,3.044242
140.67000524040827,131.6795,6.064281781833294,3.913911,140.6073,3.537812
127.56209670929816,133.9282,4.1812778828714405,4.809296,136.3067,4.532073
71.39316978516176,76.81068,2.3311330542450395,4.438839,77.62408,3.767921
53.10703917848991,70.87449,2.5506626215539896,4.302611,56.70401,4.147964
98.58835616497406,105.6762,3.8816496421127376,3.34917,101.9034,2.959567
83.3860789311791,73.68411,3.9104218362617575,3.164268,76.62844,2.819118
184.67673615221676,171.7262,5.449999737665428,4.429741,183.3448,3.837708
227.9964850517091,209.1586,7.893304816792965,5.705678,232.7399,5.184713
112.44815357071782,108.1227,3.000017892618368,4.498306,109.099,3.902958
182.36937956871532,167.6716,4.935698168914391,5.782753,175.5974,5.078852
62.1020792111644,63.70478,2.802398076747432,3.433595,64.20575,3.213885
132.69692265869253,130.1965,5.360472406385502,3.274377,138.481,2.893599
130.25839020386525,115.6381,4.788889454046155,5.365677,121.6726,4.799522
128.5625041765274,123.1958,3.4731523552731995,4.183872,125.8696,3.748328
146.7758543373013,149.2106,4.887157331469884,4.041632,161.1673,3.45885
235.68701922125888,214.0809,8.286243810942587,5.662706,226.0507,4.510319
174.860978977571,183.1757,4.95646613643526,3.9247,186.1926,3.601751
169.74589618028074,157.2457,6.186521291974778,3.448326,170.5482,3.095333
181.231622314786,190.9424,3.6763655946662537,4.948192,195.8172,4.16098
196.25306943337944,199.2552,6.894915194098319,4.42671,206.2595,3.939581
96.45485183791942,89.28786,4.588883204443883,3.319331,89.73779,2.895701
251.52553958571625,248.9608,5.771312634320858,6.970239,245.7679,5.892266
179.79483269881163,161.5946,6.726160665031974,3.105633,166.7359,2.880326
96.87104312925705,89.14117,4.267519642996521,3.053186,86.99083,2.607577
125.08332583821608,122.3165,5.008291462831479,3.022266,116.0967,2.705167
62.26422465274192,76.01503,2.76429212209773,3.055215,72.44117,2.834241
198.32298208921145,204.9019,3.895871211096456,4.462079,214.2403,4.07557
149.51192265227905,149.7672,4.843229522771459,4.953643,156.2905,4.518478
123.94541336867182,114.7592,4.94289536341355,3.328618,123.1135,2.892857
115.61473192302188,122.4698,4.197704384552343,2.949924,116.7308,2.707494
148.21445429200543,151.0423,5.671199260740742,4.199609,145.767,3.836257
157.22168722562677,166.7552,5.045913655636478,4.125997,173.2362,3.446961
145.20869800232705,142.8353,3.1061660341165567,6.424757,149.1163,5.5825
155.39244275834042,151.0106,4.922683687917256,4.544322,154.1235,4.000201
150.78563324015153,142.215,5.365460404253589,3.995514,151.9703,3.375395
133.32080334888343,135.2702,2.415805859004988,5.571397,135.9953,5.221391
150.76449164672684,136.5213,4.15014955336573,3.497807,156.7209,3.181041
124.68360316156992,125.7086,3.950144600296164,3.710627,128.5996,3.421413
187.2035597435403,183.2683,6.387400001908739,4.156258,190.1613,3.606619
200.0734531783065,171.5954,5.920183022129543,7.002775,208.2834,5.918355
200.39299420219592,192.8998,5.050377007577828,4.261235,192.0748,3.738894
94.8845554828297,93.7588,4.080061261586214,3.65035,97.07106,3.056928
228.39894420910076,188.4483,4.8841249183377045,5.065873,206.5504,3.908236
146.1994276430356,148.0474,5.320177339429929,3.720025,158.365,3.198289
128.43969006251555,120.5623,5.446747611023932,3.122531,130.0074,2.767092
100.30080939925844,103.4029,4.285061415013346,3.975318,102.1369,3.614498
138.56023802976557,129.8648,2.821265479956524,4.784387,135.2287,4.606337
82.53300267964285,98.71813,2.66205050460928,7.637166,96.3557,5.935016
90.40195971366684,72.85874,3.9279772531180126,3.56684,85.41056,3.085083
79.53630312386528,89.00003,2.4268288811453496,7.054519,93.95014,6.142099
91.44830719304233,100.7237,3.254567234172197,5.388664,120.6695,4.3787
288.83975573501624,247.788,4.832154612227377,5.222474,278.6311,4.696954
71.07678133567043,93.11325,3.655841524477042,3.72393,80.08277,3.298629
111.0572476258696,111.0016,4.001412783157389,4.434703,106.8672,3.977084
97.76304496546128,102.3442,2.0398274509867145,4.670762,96.7396,4.540105
231.2899344998939,220.7912,5.875984338205147,6.368831,240.9739,5.269737
144.44652170521522,145.1196,3.610384849406591,5.373516,151.7182,4.651533
140.4055281458936,123.5869,4.94329803496422,5.175237,136.5014,4.525323
50.52002623655783,59.96426,2.98850359811833,5.716656,57.5741,4.715112
129.46339310745233,139.1822,4.676441046534013,3.248624,144.5992,2.759175
66.94424070231518,63.18319,3.5741917102941927,4.114606,63.83615,3.781488
150.11576061371224,143.7537,4.486460593299545,2.925634,155.6782,2.533641
114.32440868813909,115.7811,4.917001595542881,2.849149,116.4353,2.383161
122.92428679659156,124.5501,4.462324674307628,4.824423,120.8115,4.421172
283.87492837613235,255.2974,9.893656012154604,5.033207,276.4196,4.589747
85.76641273951469,84.45613,4.807976518671256,4.279873,94.26402,3.645188
104.37472676143192,102.6922,4.446049857839352,3.875058,113.828,3.372305
127.421562775902,128.4446,3.318344382269389,4.579689,131.3379,4.100362
120.3557031277111,122.8666,5.2948111590353735,4.202987,127.8355,3.67415
101.12771762429932,91.87988,3.414614860645924,6.784673,99.24643,5.659324
117.7628260142652,114.4483,2.7994176542268696,6.283515,117.3359,5.487013
181.80615530172372,181.7874,4.444427469371292,4.61975,186.842,4.288531
240.5898750658784,209.8207,6.996613187188999,4.816236,220.9469,4.427008
122.42494549017434,123.8383,5.609178256857411,4.003094,123.9687,3.496878
249.06266153561737,237.3388,4.160041184281979,5.428682,241.3641,4.852583
120.5622276959384,119.8221,3.92768875500557,5.704535,120.8037,4.802282
124.8139811514775,112.382,4.857427751594551,3.71225,115.105,3.418703
210.6828658447407,195.0484,3.799581908550588,6.247915,204.2643,5.058037
130.51950634412074,120.8414,4.233567941831614,3.475716,120.3817,3.222496
108.21114786624828,113.3167,3.7868997417291257,4.293716,112.6476,3.750479
51.300869673901815,52.63694,1.8821165077724291,5.470621,42.76664,6.128645
121.39478169724684,110.27,2.846341847182944,4.615582,107.0076,4.118883
136.15731822607964,126.54,4.063681293302836,4.713703,131.2449,4.293726
105.49492610263148,107.6355,2.5610829815917144,5.289415,117.8201,4.785158
178.8821625440284,160.4319,8.114216459967077,3.761893,169.8251,3.473862
145.5245749804486,143.0553,5.1685519801081705,5.916559,152.2966,5.061122
194.3049516367504,186.5927,7.211572035030285,3.73649,197.6635,3.415298
107.08780734323318,105.0014,5.122550028954852,3.294199,113.8192,3.027211
150.45402382224455,141.0183,5.824390623006051,3.658995,148.0943,2.964077
119.51654498781612,113.4316,5.229080587447463,3.374831,117.1086,2.925444
218.9414961561549,212.7833,4.777939260225688,5.988772,220.3087,5.107157
46.38414124887346,23.52263,3.255526887764564,10.29274,36.74043,6.685536
158.23757017572046,173.5755,6.573089846779173,5.034921,170.3254,4.7068
128.58043094590707,132.3251,4.656918127798247,3.746731,131.7595,3.545796
112.8262729421798,111.8088,5.436844194410267,3.845693,119.3496,3.656359
81.28726475133823,88.73461,4.030482743883715,4.913428,90.89915,4.359949
91.7374191826008,95.94334,3.78064712640802,5.600494,96.27191,4.852341
194.74906070505196,192.6849,4.496654144983901,3.226836,207.1309,2.671288
120.25442788623153,110.4229,2.12509589106694,5.495678,114.8113,5.105636
76.60182335254306,70.62773,3.9581349751266974,4.054029,72.28419,3.862986
146.43557344533428,148.9086,5.54134029500029,5.449053,133.4269,4.650603
227.4640968089692,212.5273,5.074849004950112,5.341954,232.6386,4.472812
179.18453921550147,164.1661,4.990937006113369,4.34635,173.9795,3.716991
73.83901648249044,82.40611,3.972202582195533,7.258494,84.40506,6.335988
129.62681228845022,119.1396,5.664661617125973,3.146239,128.7456,2.699254
176.51281010462208,175.4621,4.181390873762631,5.174662,180.9907,4.559404
230.3209254342102,225.3216,6.49238685408392,4.750206,235.2805,4.469781
123.85347686116192,118.4278,3.4433460702400422,3.561927,124.6353,3.1645
190.31906642938745,187.7103,4.358543416901485,5.573517,193.1214,4.458724
189.6636431368512,189.5068,4.95175606105528,4.530188,199.3994,3.831275
166.92836638335126,160.171,5.3963165836019975,4.336609,163.4461,4.010258
216.52387900797555,195.6465,4.481152071000071,6.14939,215.4835,5.469366
101.90975960497686,102.1794,4.250395018641511,4.429415,109.4863,4.325822
106.7927603077901,101.3507,3.3613162868138065,4.633998,101.2724,4.010985
199.42799282964756,193.0382,4.702637821035025,6.426195,192.6389,5.73974
136.85002350467775,136.9325,4.033864384625632,4.806544,143.1389,4.538234
