ppxf_sigma,veldisp,ppxf_sigma_error,veldispErr,sigmaStars,sigmaStarsErr
137.45350668141293,139.1275,2.991699691051932,5.193013,139.2487,4.626695
148.94781112630298,137.2254,4.922461968887873,8.309503,139.7119,7.657278
158.48356063643325,157.0512,6.944994648975505,6.208714,172.9465,5.772332
136.69217603637395,132.9741,7.077202216247419,4.99067,137.8844,4.676844
207.8321673838061,183.6737,7.343605345898048,6.39125,200.4922,5.903672
149.3053502981769,182.8356,8.19386348872814,9.28172,156.706,8.788048
240.8726051426638,219.0712,6.015319377699093,4.871871,235.0084,4.249709
103.82191476403952,119.7103,6.95466633828202,11.52624,121.9451,9.196386
85.93078288971721,87.8175,2.382369212549535,4.574796,88.92648,3.800294
174.55168230630252,176.1106,7.414389518695133,8.469492,180.2912,7.910897
170.28394710352188,166.842,5.713604045513763,6.943915,181.7134,5.63936
156.49281980907983,154.2552,3.087355973998156,5.354016,162.399,4.853167
171.80540830117312,172.6558,5.477532865626541,6.601251,189.1199,5.584737
187.5787901377076,183.1839,6.401816521426976,5.935348,189.634,5.579994
166.30067179306965,145.891,7.155350843038399,5.373251,157.0444,4.932013
101.0315503432757,106.505,3.488499987372781,8.614048,105.8991,7.967562
116.00332613134688,119.348,4.93110718830229,4.745466,125.4938,4.291876
77.22512301524834,74.80917,5.947731841896809,3.881935,79.94611,3.587755
148.66474735355337,152.0861,7.7765573249612014,4.561303,161.963,4.185045
222.2869535936863,229.2042,4.0224118158496776,5.170897,231.1185,4.404954
134.42179002834874,119.7832,4.3777962658696135,9.856143,125.1228,9.62158
184.52875756513916,161.3619,4.881301703375216,8.261566,176.5358,7.392326
128.7241782206504,129.6849,9.014014664977449,10.19677,128.6499,11.02818
150.5814924242739,149.0963,5.432963182833401,5.160069,161.8662,4.458563
157.75124763704923,157.2141,5.838880332428742,7.898683,162.3795,7.226849
168.86682071182202,162.8286,3.304253196719773,4.885815,173.2851,4.312784
228.2794842151322,199.2769,10.496992170468404,6.457153,215.7533,5.631889
125.3166483060966,138.2461,7.053049477954725,6.630548,146.6781,5.469897
110.31910155597586,100.5985,5.914760202377471,8.91794,121.4307,7.920839
201.5751916842934,191.6465,3.365799330595468,6.44094,218.2093,5.705975
122.50033011035916,128.2531,5.839951580786828,8.934087,122.6316,7.977096
94.30366983481116,111.0242,4.837435009264838,6.359278,101.681,5.368809
202.93571067421848,188.4099,6.52495701585127,11.58721,209.4409,9.870234
80.88000128549562,82.33701,4.513092405175692,13.26853,78.07039,12.18353
192.3984650105503,182.2823,3.7709473607976816,6.073867,196.3566,5.740646
74.71030408806047,68.80972,4.909038329072277,7.909557,71.66325,7.326893
200.0959630814652,195.29,7.740454878654543,9.547093,214.4221,8.736715
120.91137141503428,108.3669,4.44359107906071,8.474272,122.8927,8.247437
133.68078725550535,139.7607,7.065973802427054,7.982955,135.7791,6.995078
159.94591136105257,165.4174,8.504484747778745,11.36425,170.9313,9.047521
307.6996140013694,285.9297,5.63770430871489,5.660491,307.0298,5.810178
174.15116301193848,188.1456,3.314965651577453,7.311846,164.0137,4.983689
70.13447166692438,76.85087,3.0989247235318262,7.093984,77.01051,6.255374
145.91860942339542,131.1734,6.653259659995967,5.296794,130.8234,4.983767
198.7240001263648,195.7598,9.89316052934269,4.986354,203.7071,4.41409
247.13948248304703,222.3596,8.659809164092897,6.422725,239.2169,5.46204
130.28058126663137,152.4115,5.593501533433385,7.605199,157.9425,6.935992
197.8104345021263,208.9684,7.908793419948115,7.504979,210.2359,6.97427
123.96877006058682,131.0543,6.132506429981771,5.235465,137.7665,4.720006
149.52642242276255,133.1515,5.650751567264337,5.120964,145.5797,4.580681
162.94601408820776,149.8932,6.270367642221714,8.123659,151.0323,7.627191
143.06735556699033,137.3745,5.0431484494228025,5.81197,137.9077,5.350994
91.9741320888743,75.2503,5.563051746329943,4.415087,79.11508,3.743523
156.1171670237595,157.6711,7.701284634711595,4.141456,161.1979,3.776616
146.7038769806071,156.1272,4.485841174177043,6.301545,174.7053,5.79028
101.75050296749038,100.1893,6.803210136722418,7.573588,89.48945,6.691044
187.10156226378945,175.4847,8.800830854546204,6.190273,185.1238,5.61324
240.0366498670319,239.1311,7.003741924572159,10.20273,234.3427,8.676208
134.49721102977352,141.7632,6.018124754881269,4.823705,146.9545,4.182937
59.35211186253429,45.34692,5.324955580507941,4.288531,51.66424,3.705564
89.81240637639328,91.6389,6.216298793391688,4.403038,87.35863,3.650007
157.2417776263309,156.6159,8.481173978349238,8.734892,159.5285,7.936128
101.95143711153344,97.16523,8.300123492054349,9.86218,98.40883,7.721322
111.648045916383,123.922,6.3353659947331655,5.711854,123.1598,5.564992
169.22102445784722,148.9563,8.495157156056898,13.72645,156.0379,11.10576
183.99384815416389,188.5605,7.7014689906657665,6.908547,171.516,6.43766
170.43824072890868,167.6218,5.476044194133459,5.981915,178.8835,5.272217
106.25858943913634,110.0004,5.478305422415424,11.0958,115.854,9.944533
172.02997714646074,189.3969,5.133728652936704,10.62063,191.2776,10.0655
102.84393309094284,88.54681,3.6318421492909927,6.268452,93.87309,5.383
179.59535395309723,166.9462,3.7447764522451705,6.381533,179.3803,5.494322
163.25592202418733,158.1377,4.276081160988296,6.083232,162.4484,5.666312
166.05226152079757,177.6652,6.855715658845089,8.946159,173.9332,8.445174
188.2910078865122,198.8249,8.297736861595908,10.90975,194.8755,10.69374
155.43316525323024,147.8591,6.855215627457471,6.374312,146.1116,5.897453
174.01191006525872,166.9532,4.708092151171245,5.281269,168.2136,4.518192
56.599000177235055,64.61092,5.461003157960892,10.99209,68.15819,9.077846
277.29288936778994,250.8435,12.13007916399856,6.605145,253.8196,5.684447
220.93233422743344,193.2091,9.116196079246365,5.717231,201.3586,5.143095
96.09300294652196,109.619,5.598418499782385,7.358578,104.6214,6.594177
296.0315241107491,263.0119,8.21411690799259,8.089427,289.8627,6.820102
162.6884956930808,165.2199,4.398287166717025,4.482109,161.9478,3.950779
146.81935986299928,142.0535,3.775923015456061,3.584281,141.5252,3.125416
73.58935922864491,83.09359,6.41090654295211,10.67747,76.52062,8.831508
118.12139368253904,118.2889,5.825586370217444,9.158271,126.9779,7.991342
36.44748645148479,43.51844,5.999388892719131,9.05506,45.269,6.71389
172.79232162946462,182.2048,7.992182267438721,6.372808,184.6573,6.178949
174.9318094182409,169.1684,8.633530640079403,5.776098,167.2164,4.878067
118.91013024057328,99.408,6.981999884550217,4.813832,109.9867,4.109022
178.53065974899172,170.9029,6.61274252981703,8.492038,177.6941,7.84812
221.38888454532488,221.8135,6.593186203792905,5.015982,234.537,4.298146
156.0952511467345,171.6499,6.799812958744667,8.608124,152.9682,7.447613
160.63975548195646,172.4552,4.744040219585733,6.128672,178.3399,5.175636
213.03267979019935,199.6686,7.61228641746648,6.010325,210.2449,5.195841
136.23145367657764,138.7592,4.576965506544533,7.134065,142.4663,7.075501
207.86746161478445,183.5515,5.703293083771692,5.502572,201.3595,4.901961
115.65670197418709,139.6695,14.219208417457866,7.487208,121.8228,6.260298
217.48872243378048,199.4024,7.516302149756851,6.812907,207.2107,6.061893
175.6353252087933,195.1696,9.54759982469198,10.31507,184.7456,9.7933
174.0246910339481,181.9547,7.535013739467564,6.350807,191.9173,5.527606
157.25584146923904,173.7352,4.582767230860634,7.563765,164.3227,6.749465
174.58432439259855,165.524,5.461647857475124,9.145247,168.2349,8.305175
137.2475523321644,146.5559,6.058153607148401,4.845616,145.2766,4.469932
132.7760424140969,141.4462,6.738583170584406,7.782411,139.8079,6.876951
101.3702737487718,99.85153,6.249930103552468,14.43141,89.76524,11.49791
206.10967096380705,182.5328,9.206012899870686,5.134129,182.7559,4.562029
152.0269353346152,159.0923,6.771604420169705,6.865783,161.7034,6.745053
189.7464925908086,179.2968,3.3839439133952465,6.312386,186.3551,6.050114
294.84849568190293,282.3846,6.167645469733223,7.13224,287.9105,6.340647
69.55652210369425,63.53748,5.068427497528451,3.804263,68.40695,3.321771
139.6045757358142,144.4845,6.077352968493561,5.749299,145.7769,5.282566
135.3081510207632,132.5391,6.895647885261476,4.655148,133.9003,4.435657
180.4148075575794,177.6226,7.139839435393445,4.078455,182.7164,3.676642
155.5458834371245,157.376,8.387969962923563,8.045332,162.4692,7.491899
115.36413902759392,112.9328,4.710276748351588,10.82825,138.0658,9.514259
144.8834061231344,148.5316,5.929119777140508,7.688865,154.1785,6.662455
187.93383834778825,187.2099,9.53814347753648,6.796445,187.5261,6.774114
139.02695916648057,157.8003,5.455008240001668,8.373578,162.748,7.825013
217.22679179095863,192.9734,5.739397477422657,7.185443,208.6436,5.902725
259.3743333583122,222.087,12.823444628445955,5.62477,236.2667,4.868218
60.41653925262298,50.86041,4.297205654765496,6.438306,47.0827,6.395925
178.44434088957374,169.2459,7.828310879069349,13.21592,174.9451,11.99352
160.52454466002655,161.5568,6.051161173266033,10.17422,157.4403,9.278343
99.6898629912178,87.59025,4.829435097211443,6.969726,88.02479,6.209816
202.668730248252,204.7184,5.922766324135561,5.592824,215.4634,4.972403
109.55110964775233,131.1627,5.7341795895077246,11.5222,114.6273,10.1803
109.21268693727907,88.27911,6.263004126302851,5.956357,94.16174,5.47629
97.5644289454945,115.5954,5.813060958336791,12.00465,107.0401,9.603224
104.72750211174206,86.80546,6.856873132454456,6.381393,98.21619,5.544212
281.1027695834286,268.3214,7.598862301651593,7.78997,292.1795,7.421537
157.25562141631323,150.4507,5.599693130251881,5.30092,160.8544,4.968425
67.63369398966867,55.93898,5.770135572445786,8.177139,60.54514,6.703534
175.1243458974482,174.7927,9.379918238068084,6.599327,183.4612,5.77089
62.64417758940158,58.1628,5.622640593984754,4.795952,61.95491,3.964556
149.2214268583722,155.8253,6.18538208704815,6.012606,151.0304,5.640687
149.6293075069224,148.9453,6.144707600298899,6.919198,153.0369,5.804749
128.93473222935953,140.7919,5.8676676331568665,6.086082,136.3812,5.505611
85.63844140922535,95.78898,6.053526252568367,4.716677,100.1211,4.19745
175.23312275633384,186.217,10.313740303384971,6.317551,184.4319,6.188551
153.0211030159882,141.2787,8.538755985934795,5.033432,146.0692,4.332318
216.9748754174813,212.9991,6.5820362352657344,7.19132,229.4871,5.733763
225.408777702426,202.1781,10.34391656169465,6.911141,218.0002,6.141509
112.3761399983147,172.8291,7.378844928151663,12.7568,135.9622,9.620726
215.0205705957036,201.5721,4.370853969953323,7.880745,212.0295,7.104863
172.73877964418696,163.338,6.804489783454223,9.009403,167.9427,7.209527
110.1518152132711,104.5061,8.540895853772492,5.147935,102.2299,4.91607
93.77925448819356,93.91021,4.434364458849803,8.476799,100.5222,7.840883
107.19154822368692,120.1764,5.325765903688555,6.90271,107.1205,6.069246
134.20346274603156,141.2424,6.401603030393105,7.146419,147.8308,6.001901
123.65242089800132,150.652,6.074706548228459,12.07693,133.466,9.388864
149.769871326575,141.2151,9.073699105535711,7.272915,137.9156,6.167577
158.46206762759616,161.5802,8.580237072728902,8.646975,159.9654,8.255967
223.9122218149639,228.4201,7.782659374395414,6.712698,227.1393,6.591748
218.9916465918228,209.3834,5.838557583437048,6.862198,210.2678,6.012712
168.29685887408908,181.2548,4.389152549369023,7.443914,168.963,7.282636
54.76093719797744,47.8885,5.102332847701683,8.694657,46.16438,8.804068
69.99618617984939,64.76609,6.268289407863113,3.828491,64.6642,3.704837
159.21248533412967,179.2871,4.640526817774004,6.595639,165.2449,6.192258
107.67442966978751,97.57265,4.916995147248147,4.933504,102.222,4.387961
149.43669725041752,161.085,7.532765734541304,9.848159,158.4956,9.305956
158.6435941599479,147.4513,6.48214965536517,5.082362,151.0457,4.269868
89.62192930644693,94.89888,5.664300286235589,6.381432,92.63296,5.865558
247.40943892525613,239.0103,10.680454465272009,7.814297,247.5731,6.261213
159.8401852789851,157.3405,6.212409278332251,6.104592,172.4956,5.610271
177.33629274692407,187.4111,5.144834917312076,5.822003,194.3401,5.054609
134.57012197104856,143.8267,3.9152938940354014,6.615228,138.1485,5.621706
206.07080015299383,202.1393,6.310512412575064,4.882322,210.0674,4.397216
158.24540097643572,153.8047,8.484680780833921,8.633904,151.4292,8.5138
104.49039346891216,98.69186,5.516411550674104,12.58604,86.45847,9.931698
174.12498937242438,160.0175,4.308994517617733,6.271376,166.9111,5.534082
100.70267018926852,99.54001,5.281554229815042,6.468489,97.89673,5.436047
152.81884726889032,149.7343,5.062775782800513,6.436495,157.9503,5.729987
156.65547476419349,167.9994,7.264947309903595,10.10424,175.9528,9.650671
138.4718310767728,158.7668,10.012775682826131,7.433643,144.0114,6.63947
240.9950415535305,219.2977,10.37756692894492,12.38062,234.8761,10.68193
211.36388329141764,210.2922,8.755507302428915,8.206396,225.1244,7.571628
162.64362073895532,173.7301,10.759385434308737,6.27597,187.8391,5.773232
135.95033127999346,144.9466,7.493798422482325,6.801924,139.2969,6.017268
85.2738541714123,97.62861,5.472333564179647,6.433789,91.90135,6.057361
256.50665859799443,234.0745,6.434768883077739,8.300971,241.252,7.951227
327.90746000502384,293.678,5.870232851103964,6.84947,336.9,6.436587
239.51377632866675,224.264,8.996752059740746,6.123945,240.3045,5.293945
62.027105348380815,60.00883,5.221176693495331,4.602873,63.54243,3.705872
83.24814497096625,79.60204,5.0867313062567225,5.310817,88.21447,5.122601
88.46937191753925,71.06973,6.6913462132689725,5.371669,77.18945,4.750205
132.11042221227223,129.0038,6.038932924973157,6.534301,128.1007,6.578098
272.46662490641177,261.2054,12.2349510760099,8.686901,270.2404,8.21702
129.54572262952976,144.6474,7.446776893956832,9.90266,136.5515,8.647946
216.6701627017045,202.3122,4.7915201465742525,4.941208,220.5957,4.475862
136.86340239573985,129.1019,5.9847712403388655,5.581226,124.4481,5.456377
125.7325082990666,118.9346,6.0623483043213,6.653813,118.6931,5.832474
294.6759098268207,258.1616,7.828165869549127,6.093525,282.966,5.623384
177.55070871248262,174.5717,9.027654057484993,12.39631,157.6093,11.81649
283.854795233378,248.446,11.547333304396552,8.214531,259.138,7.486714
184.85820180605683,192.7774,8.802757153455081,6.548817,197.4255,5.928595
193.76143257941564,159.3771,7.768345782309566,6.60606,179.9999,5.914933
187.05052200333,194.4051,7.844257363388106,5.124068,199.3113,4.263873
111.62988391689316,107.5213,7.921304268714586,8.429843,94.11137,7.465274
131.98651138342908,122.9958,3.3726848590106298,5.038664,134.9094,4.603571
67.37846012662952,68.44804,4.4291665352345415,5.322309,65.34623,4.836459
102.07675401952226,88.31784,6.232938067534727,11.39476,107.2457,8.839535
292.0557163101504,260.2067,11.661677999609497,5.87861,277.6817,5.324089
102.28739709615562,107.9203,6.754242482556939,10.47706,99.79601,9.411352
164.54872086148313,158.8029,4.080364563961369,5.786438,166.137,5.358985
119.6580829296659,114.5338,7.022002338574459,13.18224,128.4929,11.48141
47.23972709459126,67.39861,4.805119601822605,13.36796,58.40263,14.47225
162.59883183864167,169.5236,9.49275805833316,6.580533,177.4281,5.825372
139.48839605724817,143.7022,5.961905285793207,6.744364,145.3649,5.648062
188.19074127540543,176.6779,10.714072425689311,6.593917,187.9504,5.660874
88.51241208666777,98.10569,4.073538373649138,7.26444,98.43641,6.318291
138.25273465759383,152.7798,8.049475587329557,10.86852,160.9808,9.311147
103.37302932274775,124.1331,8.749701953425646,7.407506,111.3162,7.103182
96.21098944906156,119.4536,6.529597775402918,11.68358,128.5383,10.2481
117.60675581079629,124.8322,6.613789532423964,4.267069,131.8227,3.901475
141.8148267031441,154.9016,5.03414089139537,7.628199,161.2273,7.32745
229.0878893963793,230.1721,8.397495410023192,6.456917,234.433,5.534795
202.1651404194517,193.4088,8.404486774251412,5.356085,215.6876,4.559192
175.6097915887231,174.1581,6.913147226820738,7.560809,178.2506,6.636696
110.94679457137856,115.4124,5.05244631162074,6.067117,112.2155,5.180593
236.46462685014103,219.1605,7.65668969833442,5.554074,240.2142,4.82113
191.3763831646796,184.7351,6.188519254499469,7.209585,187.8515,6.743808
124.11940376769228,112.4255,7.249017926451906,12.74223,133.9698,12.935
123.85207734166087,115.4184,6.284940132485426,6.361791,117.9427,5.448573
131.5721976322652,145.394,5.228512104165665,9.386062,137.4045,8.480815
261.3779263778967,244.7504,7.512795769143084,6.037478,254.1125,5.084471
127.68817620001153,128.9953,8.50858344684981,6.981244,121.2107,6.004295
136.64355105566912,129.4036,5.645341891873932,5.105363,133.853,4.662498
150.156506000038,158.8796,8.096169987939033,7.574627,166.9675,7.233131
131.09992594247228,112.6156,6.506913195571311,8.306982,114.7536,6.6517
143.34316173461485,148.6751,6.793827236540172,8.167678,158.4755,6.650851
216.08799405995737,229.6681,6.47637394992276,6.582342,219.8337,5.8854
118.01157640937592,121.7194,6.5150036048687205,4.834968,126.9301,4.400808
229.95766229499608,212.9954,8.80936941306474,5.165875,215.9956,4.324548
175.7501233614026,179.7337,10.001978748274476,5.535885,182.1814,4.92555
232.90899179786237,218.4032,8.993969610187879,8.369139,221.727,7.799115
188.96004820715805,173.5985,6.85202981914626,6.989099,167.3228,6.243803
165.09383556953702,162.5412,5.851387548692789,8.121174,160.0919,7.437809
283.1002790682205,263.5007,10.261409983536224,7.059804,292.4223,5.857092
149.3670801305693,159.2256,8.517687548032006,10.43975,155.5635,9.665933
108.40539983972197,108.7245,4.847155663748641,8.259392,106.4836,7.255564
254.34200200982872,254.1355,11.508176261001152,7.201912,252.6583,6.306609
145.8387883620263,130.06,7.246718622004391,6.645586,130.8001,6.640613
192.43956541250523,181.9012,8.903530047725857,9.844663,171.5091,9.341236
120.66812182037825,131.2939,5.0512173093888055,8.832066,132.4264,7.560177
56.251538853091226,64.45004,4.12982459011317,7.683677,59.1679,7.651857
133.64207111521787,114.1626,6.216110096643482,8.202352,116.0604,6.750608
226.14973291428856,210.763,7.383610750448637,7.386834,228.6523,6.830256
142.69777549195305,149.5771,8.72910128563983,4.589305,144.3773,4.304211
213.77995185191415,209.9964,10.208670825798372,8.273016,216.0475,7.902293
240.70846949058023,211.8129,6.761026052260987,6.48931,233.7795,5.722899
170.67616678221802,157.1273,8.22591956130584,5.723876,156.4762,5.21716
145.4443454014977,169.1019,5.222933686619283,6.477812,141.6815,5.470314
170.2693864287866,152.3183,8.837551504801482,6.285175,151.537,5.768318
106.02386289178872,111.9258,7.489583070634501,5.372403,117.8194,5.356774
161.14863908919503,157.6588,5.926890644420164,5.923204,155.9659,5.344412
170.1850986461433,167.286,9.355215794756027,5.976862,171.1374,4.896305
220.28158704273056,200.2568,8.665021161601265,8.554866,223.7511,7.791229
193.92808798843785,178.8434,9.497342849756777,6.060574,187.7016,5.41775
168.88033569225288,166.4513,7.985250470985368,6.967528,177.1274,6.525637
178.3645561489987,209.3496,6.872734561444324,10.05082,220.3599,9.66591
93.82881725245149,112.1891,5.195143828997117,8.325404,99.81718,7.655036
175.40915148574155,151.4033,6.530324403989928,4.929978,151.3527,4.336372
156.87270595653737,159.5812,8.285942046527888,9.189864,153.8362,8.903894
224.9933068285661,260.9227,7.789567208893547,16.24198,264.442,14.11818
101.62682170540454,104.0776,5.434777305952724,7.597821,108.3589,6.961534
193.04199231992388,188.5758,7.096057788748135,6.513841,208.6439,5.339273
46.81751013188868,43.37891,5.09738199558944,7.276505,42.65774,7.810898
191.6170910394832,173.3614,10.115171593314518,7.086761,201.734,6.526342
170.79196594747975,192.0142,8.723560530298922,10.51955,198.7558,9.237705
156.95050823407988,153.7384,6.03662919096979,8.531847,160.858,7.869521
97.04097465863728,101.1786,5.581438889147016,8.799913,109.4261,7.764051
258.28655607833605,241.528,3.2745966819549897,7.135945,253.6789,6.046727
119.52732645432742,126.194,5.89698890073172,15.89818,134.2619,14.78418
141.83052667471452,152.3064,4.23139507531581,7.166462,153.7217,6.616355
164.11263397107805,161.5348,4.855192355742339,5.963811,158.4509,5.8943
129.56884189120547,129.1006,6.6547121218612455,5.91834,142.7207,5.433296
113.37573243059975,117.3201,7.1787384859135255,9.227728,118.9224,8.422988
278.9261871813624,255.6038,10.411900736031846,12.95366,265.7332,12.12753
170.54701261543087,153.2551,9.584496473095054,5.417235,158.8244,4.907885
136.97667126626874,132.051,8.566703630721078,10.5323,135.9652,9.686431
185.31051239942337,183.1182,7.596953481733769,7.92038,191.3359,7.593472
175.4095032420981,159.1453,6.622243371624839,5.913639,162.2766,5.452378
194.84171188954204,196.747,8.002174765996553,7.732627,214.428,6.900996
100.63013079345062,117.0112,7.562366850255679,9.987037,114.2722,8.421017
172.3279662556588,164.8768,8.743377565062458,11.88253,189.5334,9.994636
154.83520276528964,157.6823,9.271547347989312,7.790986,144.201,7.477121
174.12554585508423,174.1292,6.292228162761763,5.823227,175.8462,5.239471
134.0539454226248,128.58,6.453183224330351,8.319606,130.6574,7.873137
160.5614872886433,175.3737,9.681067190833495,8.154302,172.6384,7.707861
115.38527986441989,125.8704,6.009078678585935,5.165337,113.3234,4.502034
108.43659317596996,102.5352,8.181778762806086,5.88131,112.8649,4.951885
173.5004593387428,188.3636,6.692431796010586,9.057055,192.6471,8.243501
198.52449869662328,198.0211,7.329262307466854,8.799115,199.6311,8.292426
169.77289577935247,164.4241,6.598932471427285,6.800097,175.3615,5.784317
159.3748498870038,144.9056,4.622874058750484,8.034395,151.4743,7.193385
131.33127804883443,126.8551,4.946646550332909,9.22581,129.3024,9.507402
280.03049536305383,273.983,6.041917341645199,6.967892,282.299,6.284944
138.88720938755625,141.8593,6.64300888486284,5.715224,136.5387,5.448874
154.2881702890221,148.0733,7.940893469282551,9.38368,151.3814,8.912045
111.66408493389386,115.7264,8.968715682221678,11.34873,110.1107,9.926644
235.54220645963,196.5517,7.90983959815378,8.255378,221.1585,7.835499
210.9746091209662,196.6937,5.632931726608135,4.714741,200.6017,4.083558
107.52305873882077,118.4743,6.174651374746457,10.39443,120.578,8.754263
363.2436686207353,339.6642,8.408783704865478,8.14405,378.1179,7.853801
109.4836933225269,110.2741,6.276609027138577,5.581295,110.6929,5.288637
153.71796467655403,156.1219,8.426023873415609,10.51421,145.1517,9.222784
191.46864495966648,195.9171,7.003281073926641,11.65557,187.9828,10.27935
212.94140383544507,178.7129,7.5889808207656095,8.790081,178.4517,8.014994
123.23594130616875,152.0161,8.625344963944027,15.4926,130.6909,13.66349
81.9930314275808,87.67097,7.651672233438102,9.64363,79.27166,8.498237
145.4962712166088,154.4433,7.32639762775577,10.89545,145.4646,10.14325
230.07322647439327,207.8029,5.8177295780868095,6.139581,212.7644,5.807155
139.68577694896666,145.0803,7.240647409374698,10.68532,156.4287,9.386698
142.5606543972004,143.8112,7.462962470840435,11.05534,156.9639,9.761868
116.87722064275196,123.9785,7.594196860751031,3.347881,123.1786,2.907674
203.19483689613315,206.7994,7.821236396819605,6.661364,218.5896,6.165351
98.764918802322,112.0783,7.223550517371413,7.335245,116.0047,7.160953
160.7646986814824,189.2624,12.845491863980255,9.767726,148.0981,7.304924
201.4514351924229,202.7669,11.920327335619756,8.290128,206.1939,7.529716
189.94909358948345,169.6395,4.772427748140554,5.443736,180.8335,4.527958
100.60207276612888,100.8662,5.437369402200344,11.56902,105.3301,11.14661
120.4176791118786,113.1917,6.400000146311599,7.949826,108.6683,7.130159
105.22094565861744,114.0339,6.800598888027111,7.757353,111.7111,6.691035
159.69794441843985,155.4371,8.414207942583657,5.231664,164.866,4.686971
127.20354154601873,122.5158,7.958110948272417,6.780483,126.261,6.298392
108.43146908733344,121.0863,5.849970209823152,8.28482,120.183,7.993692
168.55812408384122,151.898,6.14347042465379,6.809805,162.5241,6.708053
137.0452306384214,133.2366,8.041754124816464,6.068164,145.8211,5.677122
176.45359062925462,165.9184,10.20894724468386,7.864711,171.4282,6.600187
177.58269181666046,144.4059,10.243335318867452,5.57919,163.3076,4.967459
114.12101377764232,104.0007,4.582150829993181,6.358939,117.8145,5.431756
249.3935632723613,237.3878,9.343518954347818,5.380561,246.2067,5.309176
139.15675228315237,140.844,8.511756360318888,7.597886,144.6388,6.015764
180.13061518821607,157.6995,11.470575133758883,6.543406,157.5564,6.018547
174.29740524772086,178.6511,7.492697847741395,10.88089,172.9274,9.31144
151.2660974190404,167.0158,7.926280473543643,9.126444,162.8158,7.992403
177.77569551918754,164.4021,8.2776947557087,6.646346,167.7569,5.86817
188.16802844219032,151.1468,6.824757062017091,5.816356,176.2175,5.191869
98.46720656216937,102.0734,6.722531405986489,6.416564,101.0843,5.723646
149.46213118325332,156.0234,5.89792661750287,8.831797,174.112,7.842398
161.71135814492362,152.9153,8.00298326150913,4.418996,156.0923,3.902692
115.018461265936,101.1933,6.613725385550853,9.792482,112.4311,9.280569
39.398419021182434,35.1133,4.663067367389294,10.7048,32.406,8.904058
116.88531813415888,112.3142,5.110996393106059,6.787175,117.1254,6.674998
104.65841740664688,83.65993,8.010056188524336,6.740204,81.10983,5.851849
281.8501744166589,257.5432,10.062915704000506,7.274099,265.4671,6.816915
130.3793293146036,128.7176,7.213646260611962,8.131866,132.7736,7.357492
121.23571373430822,111.5346,7.856456386588832,4.256531,111.3428,3.867352
125.96099679065048,123.7036,6.905334088119942,9.427477,134.849,8.145432
159.3096934694266,145.9147,9.40929344854491,8.26019,151.2581,7.811753
120.46032729563454,121.9324,6.611182207102668,4.998389,121.0192,4.349315
219.05172676451429,187.3201,12.340345495076418,5.991942,200.7476,6.000263
155.89711319467105,165.9621,7.090078254948866,6.262878,166.1833,5.909357
146.85076387587273,142.704,12.157566339645102,13.71384,144.7693,13.82476
124.7523790370554,133.7973,5.521063411217637,8.076251,132.6543,7.451503
215.34411212119085,181.8119,11.701883374069771,7.843726,183.8483,6.7714
85.10264188174,84.56553,5.932001955367733,6.487216,83.2577,5.961745
111.98227867000472,108.6844,6.779984875154194,4.374774,121.3379,4.071191
202.07040282263532,202.2047,10.658551579992844,7.415438,212.3851,6.639115
63.95971603062577,74.37962,3.742149204317689,7.189577,64.47189,6.249019
248.9073826326744,211.8876,3.0186242417412443,5.780639,233.7639,5.030228
335.25342452138085,294.6075,7.791645260424936,5.492957,313.1421,4.681996
233.8447947522949,212.3093,4.507175886959463,5.353462,221.5571,5.005808
87.53215521360511,75.54635,5.588411297231298,7.103031,78.36391,6.358716
113.22161679136624,120.3688,8.771145275019842,7.24043,129.097,5.883752
88.36590010766635,87.91804,3.846899030234885,8.850389,94.33035,8.229718
73.36617847998474,74.1991,7.518607838618234,9.95909,81.16102,10.03217
78.18375269457303,89.83038,7.035918381629638,4.404602,87.71983,3.855991
165.97836087444858,166.4532,6.28002510437759,6.903273,170.5811,6.203137
166.29382062345576,179.3354,5.883921532133665,10.69845,174.4881,9.879405
198.33535931467335,194.8554,9.27760726749274,7.52912,222.3213,6.248028
197.02248079431024,188.7361,7.869607790911157,5.989706,207.2178,5.056545
161.48955970127398,140.0875,10.092423957057136,8.126933,142.2023,7.055964
194.97053051678557,164.6156,9.919582444658806,30.20212,159.1472,21.40334
165.9608468776723,156.6044,7.653186990639655,6.338908,162.0292,5.836435
88.94786926690587,108.3421,6.110407785985617,6.7987,93.55854,5.294222
182.5962848726879,176.178,8.113943227107795,8.02931,187.9803,7.191382
202.39450323087783,186.244,6.834083631421731,10.33528,183.1414,10.11167
116.84832940399508,123.3416,7.823594636402845,9.173876,115.117,8.191856
188.2628945553224,167.6169,8.97830947147092,7.943798,175.4742,6.435868
117.34499345182412,119.5477,6.825209427086364,7.350245,118.2957,7.435202
119.73402042034296,109.4865,7.475839842793445,8.281406,118.9602,8.186715
94.70740651349506,86.12109,5.439953701555555,8.35968,90.91224,7.692748
126.82593339684348,136.0641,7.696115449355722,8.226004,131.1757,7.305834
152.88799032991912,135.782,6.299715030107365,7.555707,147.5209,6.648573
73.28922492698368,83.78285,6.338507503245859,6.583428,83.42809,6.213619
124.34335238216418,127.7187,7.77434876229848,7.640758,131.4725,6.870421
161.8123298563366,158.2632,7.503939258079639,10.32898,166.2051,9.470991
215.57313023927992,239.0662,9.066628090231806,13.62813,255.3395,11.67925
